Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,Interval_Dice,Alpha_Dice,Grid_Score,Max_Divergence_Score,Y3_Beat_VOO_Score,Y3_Premium_Score,Y3_Premium_Wins,Y3_Premium_Total,Y3_Confidence,Beat_Score
288,F,Auto Manufacturers,-37.4,28.6,3.9,3.1,3.8,3.4,3.9,10.7,3.8,-12.9,-0.2,-37.4,98.7,-91.2,1.4,0.0,-129.7,103.6,299.0,299.0,321.0,321.0,0.0,0.0,288.0,288.0,6,21.27125432836891,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,299.0,299.0,321.0,321.0,0.0,0.0,,0.0,0.0,0.0,0.0,288.0,288.0,,,,,,,111111000,000111000,118.0,0.0,66.7,22.2,1.0,9.0,1.0,140.2
289,MCO,Credit Rating & Analytics,-11.8,13.2,5.2,2.4,-0.8,-5.5,-10.5,-16.1,-26.8,-32.1,-40.0,-11.8,88.4,-27.0,1.6,0.0,282.0,129.2,241.0,241.0,260.0,260.0,0.0,0.0,289.0,289.0,-27,-221.50524946855012,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,241.0,241.0,260.0,260.0,0.0,0.0,,0.0,0.0,0.0,0.0,289.0,289.0,,,,,,,100000000,111101100,95.80000000000001,0.0,133.3,44.4,2.0,9.0,1.0,140.2
290,DG,Discount Stores,-129.9,9.9,4.9,7.9,7.9,-5.8,-8.5,-4.3,-23.0,-65.5,-97.3,-129.9,89.3,-153.4,1.6,0.0,-997.9,11.1,516.0,516.0,538.0,538.0,0.0,0.0,290.0,290.0,-3,1092.7727082640417,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,516.0,516.0,538.0,538.0,0.0,0.0,,0.0,0.0,0.0,0.0,290.0,290.0,,,,,,,110000000,111110000,95.8,0.0,111.1,44.4,2.0,9.0,1.0,140.2
291,LOW,Retail,-51.9,14.0,3.9,2.7,2.6,-8.5,-12.4,-16.1,-37.1,-50.8,-53.5,-51.9,92.6,-75.0,2.0,0.0,54.8,89.1,324.0,324.0,349.0,349.0,0.0,0.0,291.0,291.0,-1,-30.910531072608947,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,324.0,324.0,349.0,349.0,0.0,0.0,,0.0,0.0,0.0,0.0,291.0,291.0,,,,,,,110000000,111110000,95.8,0.0,111.1,44.4,2.0,9.0,1.0,140.2
292,MTD,Healthcare,-83.6,16.8,10.2,13.0,4.6,-4.1,-9.6,-11.9,-35.0,-59.7,-73.0,-83.6,88.0,-118.0,2.1,0.0,-180.6,57.4,409.0,409.0,440.0,440.0,0.0,0.0,292.0,292.0,-28,343.8844865277564,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,409.0,409.0,440.0,440.0,0.0,0.0,,0.0,0.0,0.0,0.0,292.0,292.0,,,,,,,110000000,111110000,95.8,0.0,111.1,44.4,2.0,9.0,1.0,140.2
293,ADBE,Software,-161.7,2.8,2.8,6.5,-21.2,-24.6,-32.6,-45.0,-85.3,-107.5,-133.9,-161.7,166.4,-170.6,2.4,0.0,-1163.3,-20.7,566.0,566.0,572.0,572.0,0.0,0.0,293.0,293.0,-28,2035.6000000000001,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,566.0,566.0,572.0,572.0,0.0,0.0,,0.0,0.0,0.0,0.0,293.0,293.0,,,,,,,100000000,111100000,73.5,0.0,88.9,66.7,3.0,9.0,1.0,140.2
294,EPAM,Technology,-189.5,1.5,1.5,7.9,-25.6,-37.9,-50.1,-57.6,-92.8,-122.1,-150.6,-189.5,383.6,-198.0,3.4,0.0,-5250.2,-48.5,591.0,591.0,594.0,594.0,0.0,0.0,294.0,294.0,-28,-250.19999999999982,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,591.0,591.0,594.0,594.0,0.0,0.0,,0.0,0.0,0.0,0.0,294.0,294.0,,,,,,,100000000,111100000,73.5,0.0,88.9,66.7,3.0,9.0,1.0,140.2
295,EQT,Oil & Gas E&P,-6.9,47.4,6.6,6.5,-6.0,-14.4,-14.3,-15.8,-14.3,-2.8,65.0,-6.9,112.9,-116.6,1.2,0.0,18.0,134.1,233.0,233.0,250.0,250.0,0.0,0.0,295.0,295.0,-28,-3.7638571287596534,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,233.0,233.0,250.0,250.0,0.0,0.0,,0.0,0.0,0.0,0.0,295.0,295.0,,,,,,,100000010,000011100,73.5,0.0,66.7,66.7,3.0,9.0,1.0,140.2
296,VEEV,Healthcare,-77.1,5.5,5.5,14.4,-3.3,-7.7,-16.9,-34.3,-54.0,-75.3,-101.7,-77.1,331.9,-100.3,2.0,0.0,503.4,63.9,387.0,387.0,418.0,418.0,0.0,0.0,296.0,296.0,-27,-384.2101610349439,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,387.0,387.0,418.0,418.0,0.0,0.0,,0.0,0.0,0.0,0.0,296.0,296.0,,,,,,,100000000,111100000,73.5,0.0,88.9,66.7,3.0,9.0,1.0,140.2
297,POOL,Industrial Distribution,-127.2,7.6,3.7,8.9,10.3,0.5,-7.8,-24.5,-64.9,-91.6,-112.4,-127.2,205.6,-154.1,2.7,0.0,-333.5,13.7,510.0,510.0,532.0,532.0,0.0,0.0,297.0,297.0,-24,317.5,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,510.0,510.0,532.0,532.0,0.0,0.0,,0.0,0.0,0.0,0.0,297.0,297.0,,,,,,,111000000,111100000,95.69999999999999,0.0,88.9,44.4,2.0,9.0,1.0,140.1
298,XOM,Integrated Oil & Gas,-0.8,47.0,2.3,1.7,-8.2,-14.9,-7.1,2.9,-6.8,1.2,31.2,-0.8,94.8,-84.9,1.5,0.0,-5.0,140.2,226.0,226.0,243.0,243.0,0.0,0.0,298.0,298.0,3,0.030369377982461643,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,226.0,226.0,243.0,243.0,0.0,0.0,,0.0,0.0,0.0,0.0,298.0,298.0,,,,,,,100010110,000011100,95.69999999999999,0.0,66.7,44.4,2.0,9.0,1.0,140.1
299,0138Y0.KS,Korea ETF (My Portfolio),5.4,58.9,-9.0,,6.5,0.7,0.7,0.7,0.7,0.7,0.7,0.7,10.0,-1.2,1.9,4.3,4.663839083883558e-152,7.3,523.0,523.0,227.0,227.0,0.0,0.0,299.0,299.0,-49,0.0,,,,,,,,,523.0,523.0,227.0,227.0,0.0,0.0,,0.0,0.0,0.0,0.0,299.0,299.0,323.0,0.0,,etf,etf,data_raw,-11111111,--------0,109.0,30.0,0.0,0.0,0.0,1.0,0.167,139.0
300,LII,HVAC Equipment,-0.0,33.2,13.0,8.5,11.7,6.5,7.5,-2.3,-16.8,3.1,-2.0,-0.0,101.7,-50.5,1.8,42.1,91.0,141.0,225.0,225.0,241.0,241.0,0.0,0.0,300.0,300.0,22,-64.38691601541899,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,225.0,225.0,241.0,241.0,0.0,0.0,,0.0,0.0,0.0,0.0,300.0,300.0,,,,,,,111100100,1-00011-0,114.5,0.0,66.7,22.2,1.0,9.0,1.0,136.7
301,CRCL,,11.2,21.3,8.0,24.2,21.2,41.0,35.7,,,,,11.2,213.2,-73.3,2.1,0.0,0.0,20.2,501.0,501.0,212.0,212.0,0.0,0.0,301.0,301.0,-49,0.0,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,501.0,501.0,212.0,212.0,0.0,0.0,,0.0,0.0,0.0,0.0,301.0,301.0,27312098989.64,27.312,348.0,other,equity,data_raw,1111----1,--------0,106.0,30.0,0.0,0.0,0.0,1.0,0.167,136.0
302,PLD,Industrial REITs,-29.9,17.8,3.2,2.2,2.0,-2.2,0.0,5.8,-10.8,-30.3,-39.8,-29.9,112.7,-60.3,1.8,0.0,-122.5,111.1,281.0,281.0,299.0,299.0,0.0,0.0,302.0,302.0,2,23.303315744260374,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,281.0,281.0,299.0,299.0,0.0,0.0,,0.0,0.0,0.0,0.0,302.0,302.0,,,,,,,110010000,1111-1000,112.8,0.0,111.1,22.2,1.0,9.0,1.0,135.0
303,DTE,Electric Power Generation,-14.8,34.2,18.1,7.2,8.5,2.2,5.8,2.9,-0.8,-10.2,-14.7,-14.8,45.4,-45.5,2.0,0.0,-22.9,126.2,250.0,250.0,267.0,267.0,0.0,0.0,303.0,303.0,67,39.841871604911056,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,250.0,250.0,267.0,267.0,0.0,0.0,,0.0,0.0,0.0,0.0,303.0,303.0,,,,,,,111110000,111011000,129.2,0.0,111.1,0.0,0.0,9.0,1.0,129.2
304,MRK,Pharmaceuticals,-30.3,41.9,19.4,15.6,14.6,5.5,9.8,24.9,-5.9,-13.5,-23.6,-30.3,61.4,-95.8,2.2,0.0,-52.9,110.7,284.0,284.0,302.0,302.0,0.0,0.0,304.0,304.0,68,69.44102071922984,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,284.0,284.0,302.0,302.0,0.0,0.0,,0.0,0.0,0.0,0.0,304.0,304.0,,,,,,,111110000,111011000,129.2,0.0,111.1,0.0,0.0,9.0,1.0,129.2
305,NDSN,Industrials,-34.4,31.5,8.5,4.5,8.2,3.7,8.6,15.0,-5.3,-22.0,-32.0,-34.4,48.0,-72.0,2.3,0.0,-86.9,106.6,293.0,293.0,314.0,314.0,0.0,0.0,305.0,305.0,-22,49.23628470867092,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,293.0,293.0,314.0,314.0,0.0,0.0,,0.0,0.0,0.0,0.0,305.0,305.0,,,,,,,111110000,101111000,129.2,0.0,111.1,0.0,0.0,9.0,1.0,129.2
306,RVTY,Healthcare,-114.1,13.9,9.5,15.6,22.8,18.0,12.1,10.4,-24.3,-59.1,-82.7,-114.1,69.5,-147.1,2.0,0.0,-531.5,26.9,487.0,487.0,512.0,512.0,0.0,0.0,306.0,306.0,26,1372.8370399453984,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,487.0,487.0,512.0,512.0,0.0,0.0,,0.0,0.0,0.0,0.0,306.0,306.0,,,,,,,111110000,111110000,129.2,0.0,111.1,0.0,0.0,9.0,1.0,129.2
307,UNP,Railroads,-22.0,34.1,13.7,7.1,3.5,1.1,6.3,8.5,-6.6,-18.6,-28.2,-22.0,54.8,-61.2,2.1,0.0,-39.2,118.9,266.0,266.0,284.0,284.0,0.0,0.0,307.0,307.0,66,34.30212883364216,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,266.0,266.0,284.0,284.0,0.0,0.0,,0.0,0.0,0.0,0.0,307.0,307.0,,,,,,,111110000,111011000,129.2,0.0,111.1,0.0,0.0,9.0,1.0,129.2
308,ADP,Industrials,-68.2,12.4,6.8,4.9,1.4,0.8,-6.2,-19.8,-38.7,-50.3,-58.9,-68.2,62.9,-86.5,2.6,0.0,45.3,72.8,366.0,366.0,396.0,396.0,0.0,0.0,308.0,308.0,21,-67.39998891437484,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,366.0,366.0,396.0,396.0,0.0,0.0,,0.0,0.0,0.0,0.0,308.0,308.0,,,,,,,111000000,111111100,129.1,0.0,155.6,0.0,0.0,9.0,1.0,129.1
309,AEE,Utilities,-47.9,27.4,18.7,11.5,9.7,3.3,6.0,5.3,5.4,-11.1,-28.9,-47.9,38.4,-79.9,1.7,0.0,-126.7,93.1,314.0,314.0,340.0,340.0,0.0,0.0,309.0,309.0,182,391.3758141200536,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,314.0,314.0,340.0,340.0,0.0,0.0,,0.0,0.0,0.0,0.0,309.0,309.0,,,,,,,111111000,111000001,129.1,0.0,88.9,0.0,0.0,9.0,1.0,129.1
310,AMGN,Biotechnology,-18.4,44.1,20.7,8.7,10.1,-0.9,0.8,7.0,2.9,1.7,-7.3,-18.4,33.9,-59.1,1.8,0.0,-31.4,122.6,257.0,257.0,275.0,275.0,0.0,0.0,310.0,310.0,101,43.41252931386614,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,257.0,257.0,275.0,275.0,0.0,0.0,,0.0,0.0,0.0,0.0,310.0,310.0,,,,,,,110111100,110011000,129.1,0.0,88.9,0.0,0.0,9.0,1.0,129.1
311,GL,Insurance - Life,-26.4,70.4,11.8,7.6,19.0,17.9,20.5,21.0,22.5,13.4,0.7,-26.4,15.6,-125.1,1.2,0.0,-30.4,114.6,275.0,275.0,292.0,292.0,0.0,0.0,311.0,311.0,-31,13.696610391201894,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,275.0,275.0,292.0,292.0,0.0,0.0,,0.0,0.0,0.0,0.0,311.0,311.0,,,,,,,111111110,000011000,129.1,0.0,44.4,0.0,0.0,9.0,1.0,129.1
312,KIM,Real Estate,-49.6,35.1,17.6,8.8,11.5,7.7,13.2,13.9,6.2,-9.6,-10.5,-49.6,15.2,-83.9,1.9,0.0,-95.8,91.4,317.0,317.0,343.0,343.0,0.0,0.0,312.0,312.0,33,136.4618265357688,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,317.0,317.0,343.0,343.0,0.0,0.0,,0.0,0.0,0.0,0.0,312.0,312.0,,,,,,,111111000,011011000,129.1,0.0,88.9,0.0,0.0,9.0,1.0,129.1
313,WFC,Diversified Banks,-26.2,60.8,10.0,4.6,7.6,1.2,-4.2,-5.4,14.4,21.0,29.2,-26.2,15.8,-90.0,1.2,0.0,-15.5,114.8,274.0,274.0,291.0,291.0,0.0,0.0,313.0,313.0,3,5.744179918740521,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,274.0,274.0,291.0,291.0,0.0,0.0,,0.0,0.0,0.0,0.0,313.0,313.0,,,,,,,111001110,000001111,129.1,0.0,88.9,0.0,0.0,9.0,1.0,129.1
314,BRO,Insurance Brokers,-64.4,12.2,7.5,11.3,13.4,-0.4,-10.3,-27.7,-56.8,-65.4,-72.0,-64.4,163.4,-101.8,3.1,0.0,523.8,76.6,351.0,351.0,380.0,380.0,0.0,0.0,314.0,314.0,-29,-429.77608648516764,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,351.0,351.0,380.0,380.0,0.0,0.0,,0.0,0.0,0.0,0.0,314.0,314.0,,,,,,,110000000,111101100,106.9,0.0,133.3,22.2,1.0,9.0,1.0,129.1
315,TRI,Technology,-103.5,6.6,6.3,9.3,-9.3,-13.1,-24.0,-44.1,-74.5,-85.7,-96.1,-103.5,146.3,-120.7,2.3,0.0,1089.3,37.5,463.0,463.0,491.0,491.0,0.0,0.0,315.0,315.0,-29,-2716.2108184677536,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,463.0,463.0,491.0,491.0,0.0,0.0,,0.0,0.0,0.0,0.0,315.0,315.0,,,,,,,100000000,111111100,106.9,0.0,155.6,22.2,1.0,9.0,1.0,129.1
316,SBUX,Restaurants,-72.3,22.3,8.4,6.5,4.9,3.7,9.3,11.0,-7.8,-28.1,-49.4,-72.3,47.2,-105.9,1.7,0.0,-215.1,68.7,375.0,375.0,407.0,407.0,0.0,0.0,316.0,316.0,39,160.8454868668317,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,375.0,375.0,407.0,407.0,0.0,0.0,,0.0,0.0,0.0,0.0,316.0,316.0,,,,,,,111110000,111000000,106.89999999999999,0.0,66.7,22.2,1.0,9.0,1.0,129.1
317,IDXX,Veterinary Diagnostics,-25.4,5.4,0.9,0.7,-1.4,-9.6,-17.0,-18.2,-26.5,-45.2,-57.0,-25.4,217.2,-38.9,1.7,0.0,132.1,115.6,272.0,272.0,289.0,289.0,0.0,0.0,317.0,317.0,-28,22.425594230785677,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,272.0,272.0,289.0,289.0,0.0,0.0,,0.0,0.0,0.0,0.0,317.0,317.0,,,,,,,100000000,111110000,84.69999999999999,0.0,111.1,44.4,2.0,9.0,1.0,129.1
318,TSCO,Specialty Retail,-79.5,8.2,5.0,5.8,-3.1,-23.1,-32.6,-44.2,-68.1,-81.4,-83.4,-79.5,112.2,-110.0,1.6,0.0,688.9,61.5,394.0,394.0,423.0,423.0,0.0,0.0,318.0,318.0,-26,-1181.8299867586002,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,394.0,394.0,423.0,423.0,0.0,0.0,,0.0,0.0,0.0,0.0,318.0,318.0,,,,,,,100000000,011111000,84.69999999999999,0.0,111.1,44.4,2.0,9.0,1.0,129.1
319,ZTS,Healthcare,-163.8,3.4,1.3,-0.7,-16.2,-31.7,-37.8,-50.2,-84.2,-107.8,-132.8,-163.8,116.3,-173.1,2.7,0.0,-1165.4,-22.8,572.0,572.0,577.0,577.0,0.0,0.0,319.0,319.0,-49,679.3610793260407,STRONG_DOWN,LOWER,NEUTRAL,S5_TRASH,,,,,572.0,572.0,577.0,577.0,0.0,0.0,,0.0,0.0,0.0,0.0,319.0,319.0,,,,,,,000000000,111100000,62.4,0.0,88.9,66.7,3.0,9.0,1.0,129.1
320,EOG,Oil & Gas E&P,-37.1,34.9,6.0,4.6,-2.4,-4.9,5.4,7.1,-13.6,-15.5,14.7,-37.1,74.9,-96.5,1.5,0.0,-44.7,103.9,298.0,298.0,320.0,320.0,0.0,0.0,320.0,320.0,-22,10.283639231657958,STRONG_DOWN,MID_RANGE,NEUTRAL,S5_TRASH,,,,,298.0,298.0,320.0,320.0,0.0,0.0,,0.0,0.0,0.0,0.0,320.0,320.0,,,,,,,100110010,000011000,84.6,0.0,44.4,44.4,2.0,9.0,1.0,129.0
321,FANG,Oil & Gas E&P,-14.1,46.3,0.9,0.6,-10.1,-9.8,-1.8,5.0,-18.9,-14.5,38.6,-14.1,98.2,-109.7,1.3,0.0,8.1,126.9,247.0,247.0,265.0,265.0,0.0,0.0,321.0,321.0,-22,-1.1271650604260088,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,247.0,247.0,265.0,265.0,0.0,0.0,,0.0,0.0,0.0,0.0,321.0,321.0,,,,,,,100010010,000011100,84.6,0.0,66.7,44.4,2.0,9.0,1.0,129.0
322,UPS,Industrials,-105.2,10.0,5.3,5.7,1.2,-2.8,-0.9,2.1,-38.0,-66.3,-79.5,-105.2,73.2,-124.6,2.2,0.0,-573.7,35.8,469.0,469.0,498.0,498.0,0.0,0.0,322.0,322.0,39,686.2695879057387,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,,469.0,469.0,498.0,498.0,0.0,0.0,,0.0,0.0,0.0,0.0,322.0,322.0,,,,,,,110010000,001110000,84.6,0.0,66.7,44.4,2.0,9.0,1.0,129.0
323,JOBY,Airports & Air Services,-31.9,9.1,-4.5,-9.1,-14.0,-12.7,-22.1,-32.6,-13.3,-20.5,,-31.9,149.0,-87.6,1.7,0.0,-232.3,29.7,482.0,482.0,307.0,307.0,0.0,0.0,323.0,323.0,-86,-76.51129632760785,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,482.0,482.0,307.0,307.0,0.0,0.0,,0.0,0.0,0.0,0.0,323.0,323.0,,,,,,,0000000-0,-----0110,62.0,0.0,100.0,66.7,2.0,4.0,0.667,128.7
324,KO,Soft Drinks,-32.9,39.0,18.7,6.7,6.5,1.9,5.5,6.6,2.9,-5.8,-14.1,-32.9,15.3,-63.0,1.8,0.0,-55.2,108.1,291.0,291.0,310.0,310.0,0.0,0.0,324.0,324.0,154,75.77566221254774,EARLY_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,291.0,291.0,310.0,310.0,0.0,0.0,,0.0,0.0,0.0,0.0,324.0,324.0,,,,,,,111111000,-1101-000,125.6,0.0,66.7,0.0,0.0,9.0,1.0,125.6
325,TTWO,Electronic Gaming & Multimedia,-17.5,19.8,3.4,2.3,9.1,8.5,1.6,-6.1,-1.7,-6.0,-28.5,-17.5,120.1,-50.9,1.5,0.0,-29.9,123.5,255.0,255.0,273.0,273.0,0.0,0.0,325.0,325.0,-20,12.738942049314531,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,255.0,255.0,273.0,273.0,0.0,0.0,,0.0,0.0,0.0,0.0,325.0,325.0,,,,,,,111100000,11-000010,98.9,0.0,66.7,22.2,1.0,9.0,1.0,121.1
326,0019K0.KS,Nasdaq 100 + Bond,16.7,33.8,4.1,-0.8,6.8,10.7,14.3,16.1,,,,16.7,22.4,-24.4,2.4,0.0,0.0,30.1,481.0,481.0,202.0,202.0,0.0,0.0,326.0,326.0,-75,0.0,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,481.0,481.0,202.0,202.0,0.0,0.0,,0.0,0.0,0.0,0.0,326.0,326.0,,,,,,,01111---1,--------0,90.3,30.0,0.0,0.0,0.0,1.0,0.167,120.3
327,ACHR,Aerospace & Defense,-61.9,1.5,-1.9,-10.0,-21.5,-24.7,-31.5,-47.4,-47.1,-52.0,,-61.9,137.3,-95.0,1.7,0.0,491.9,-1.3,541.0,541.0,369.0,369.0,0.0,0.0,327.0,327.0,-74,286.8297520772122,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,541.0,541.0,369.0,369.0,0.0,0.0,,0.0,0.0,0.0,0.0,327.0,327.0,,,,,,,0000000-0,-----1110,87.0,0.0,150.0,33.3,1.0,4.0,0.667,120.3
328,DGX,Healthcare,-29.6,35.0,26.0,10.2,10.4,2.1,5.3,5.3,6.2,-4.4,-12.8,-29.6,24.3,-58.0,1.8,0.0,-61.9,111.4,278.0,278.0,296.0,296.0,0.0,0.0,328.0,328.0,170,270.0558040437982,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,278.0,278.0,296.0,296.0,0.0,0.0,,0.0,0.0,0.0,0.0,328.0,328.0,,,,,,,111111000,000110001,118.0,0.0,66.7,0.0,0.0,9.0,1.0,118.0
329,DOC,Real Estate,-81.4,25.0,13.3,12.8,23.7,20.8,22.6,21.7,5.5,-22.6,-48.1,-81.4,38.1,-120.6,2.2,0.0,-233.7,59.6,406.0,406.0,436.0,436.0,0.0,0.0,329.0,329.0,12,341.97158764950774,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,406.0,406.0,436.0,436.0,0.0,0.0,,0.0,0.0,0.0,0.0,329.0,329.0,,,,,,,111111000,111000000,118.0,0.0,66.7,0.0,0.0,9.0,1.0,118.0
330,EQIX,Data Center REITs,-23.9,42.9,4.3,2.5,3.8,3.2,17.4,19.7,1.3,-8.5,-23.4,-23.9,57.8,-85.6,2.4,0.0,-42.0,117.1,270.0,270.0,287.0,287.0,0.0,0.0,330.0,330.0,-22,8.366774855142019,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,270.0,270.0,287.0,287.0,0.0,0.0,,0.0,0.0,0.0,0.0,330.0,330.0,,,,,,,111111000,011100000,118.0,0.0,66.7,0.0,0.0,9.0,1.0,118.0
331,GILD,Biotechnology,-13.7,55.1,10.3,5.9,-1.3,-10.4,-8.3,-3.8,21.0,30.3,26.4,-13.7,46.8,-87.0,1.2,0.0,-23.5,127.3,245.0,245.0,263.0,263.0,0.0,0.0,331.0,331.0,-22,10.303952671127199,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,245.0,245.0,263.0,263.0,0.0,0.0,,0.0,0.0,0.0,0.0,331.0,331.0,,,,,,,100001110,000011111,118.0,0.0,111.1,0.0,0.0,9.0,1.0,118.0
332,GM,Automobiles,-19.1,53.6,2.7,1.1,0.1,-3.5,-5.3,8.6,35.5,24.3,16.1,-19.1,32.7,-83.2,1.8,0.0,-44.9,121.9,259.0,259.0,277.0,277.0,0.0,0.0,332.0,332.0,11,2.6916099099884576,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,259.0,259.0,277.0,277.0,0.0,0.0,,0.0,0.0,0.0,0.0,332.0,332.0,,,,,,,110011110,100000011,118.0,0.0,66.7,0.0,0.0,9.0,1.0,118.0
333,HST,Hotel & Resort REITs,-46.2,51.7,5.3,2.8,14.7,17.8,25.2,35.4,24.4,12.6,1.9,-46.2,13.8,-111.1,2.2,0.0,-72.8,94.7,311.0,311.0,336.0,336.0,0.0,0.0,333.0,333.0,-7,14.026531525114024,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,311.0,311.0,336.0,336.0,0.0,0.0,,0.0,0.0,0.0,0.0,333.0,333.0,,,,,,,111111110,000001000,118.0,0.0,22.2,0.0,0.0,9.0,1.0,118.0
334,HUM,Healthcare,-100.8,29.6,6.5,9.0,42.2,71.5,67.7,53.3,-1.7,-40.0,-66.6,-100.8,63.6,-169.4,2.2,0.0,-239.8,40.2,453.0,453.0,483.0,483.0,0.0,0.0,334.0,334.0,-19,85.67894444111721,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,453.0,453.0,483.0,483.0,0.0,0.0,,0.0,0.0,0.0,0.0,334.0,334.0,,,,,,,111110000,111010000,118.0,0.0,88.9,0.0,0.0,9.0,1.0,118.0
335,INCY,Healthcare,-96.4,19.5,13.6,18.4,19.5,13.6,10.7,20.1,29.0,2.8,-32.8,-96.4,58.2,-133.2,1.8,0.0,-439.4,44.6,444.0,444.0,474.0,474.0,0.0,0.0,335.0,335.0,170,1237.1644692217787,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,444.0,444.0,474.0,474.0,0.0,0.0,,0.0,0.0,0.0,0.0,335.0,335.0,,,,,,,111111100,000010001,118.0,0.0,44.4,0.0,0.0,9.0,1.0,118.0
336,JNJ,Pharmaceuticals,-19.3,62.9,27.6,14.1,14.4,4.5,8.2,20.8,23.1,10.2,-0.7,-19.3,20.1,-85.4,1.9,0.0,-36.6,121.7,260.0,260.0,278.0,278.0,0.0,0.0,336.0,336.0,123,56.49783534325824,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,260.0,260.0,278.0,278.0,0.0,0.0,,0.0,0.0,0.0,0.0,336.0,336.0,,,,,,,111111100,000010001,118.0,0.0,44.4,0.0,0.0,9.0,1.0,118.0
