Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,Interval_Dice,Alpha_Dice,High_52W,Pct_From_52W_High,At_52W_High
126,DHI,Residential Construction,49.1,31.4,7.2,6.0,4.2,-0.9,-2.5,-6.1,-24.8,-15.0,0.3,49.1,205.9,-22.5,1.5,202.0,243.99014050236383,193.0,157.0,157.0,163.0,163.0,66.33,66.33,201.93,201.93,47,-96.85698492618513,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,157.0,157.0,163.0,163.0,66.33,66.33,279.0,0.0,0.0,-4.0,0.0,201.93,201.93,43696781528.67,43.697,257.0,large,equity,data_raw,110000011,011111100,176.22,-12.56,False
127,487240.KS,Korea AI Power,201.0,54.4,-0.3,-0.5,-16.0,1.8,31.7,87.4,,,,201.0,341.8,-21.3,1.2,150.1,16.43324647771254,221.7,134.0,134.0,87.0,87.0,19.5,19.5,203.2,203.2,0,0.0,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,134.0,134.0,87.0,87.0,19.5,19.5,48.0,0.0,47.0,25.0,0.0,203.2,203.2,35762000000.0,35.762,,etf,etf,data_raw,00111---1,--------1,64630.0,-32.85,False
128,DE,Agricultural & Construction Machinery,81.1,52.5,-5.0,-2.6,1.9,-6.6,0.3,1.1,-2.0,-11.9,12.7,81.1,162.8,-9.5,1.4,156.0,51.028106726366765,225.0,132.0,132.0,137.0,137.0,54.86,54.86,203.31,203.31,-25,-4.778402474615078,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,132.0,132.0,137.0,137.0,54.86,54.86,269.0,4.0,0.0,0.0,0.0,203.31,203.31,155883458916.78,155.883,77.0,cap100,equity,data_raw,010110011,101110001,674.19,-14.34,False
129,VST,Independent Power Producers,418.0,55.5,-0.5,-1.1,-4.9,-12.4,-14.9,-25.6,71.7,257.6,349.3,418.0,796.7,-76.3,1.3,1000.1,369.9231439486421,548.0,52.0,52.0,52.0,52.0,27.13,27.13,204.23,204.23,-28,36.977825357701875,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,52.0,52.0,52.0,52.0,27.13,27.13,486.0,40.0,0.0,25.0,0.0,204.23,204.23,49909750353.96,49.91,242.0,large,equity,data_raw,000001111,-00011111,217.1,-31.82,False
130,MCK,Healthcare Distribution,155.3,60.8,1.7,1.5,2.2,-11.4,-12.3,-10.6,-0.8,38.9,112.1,155.3,285.1,-46.0,1.1,308.4,105.35427988566737,299.1,100.0,100.0,104.0,104.0,25.33,25.33,204.23,204.23,41,-27.27706312727831,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,100.0,100.0,104.0,104.0,25.33,25.33,418.0,40.0,0.0,0.0,0.0,204.23,204.23,94245984719.22,94.246,128.0,large,equity,data_raw,110000111,000111111,999.0,-21.52,False
131,ORCL,Software,62.8,23.3,-13.4,-13.9,-9.1,3.8,-1.3,-16.7,-8.3,14.3,38.6,62.8,346.0,-22.8,1.8,513.9,228.00124018483348,206.7,140.0,140.0,145.0,145.0,34.78,34.78,208.08,208.08,-77,96.87579165555746,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,140.0,140.0,145.0,145.0,34.78,34.78,354.0,10.0,0.0,25.0,0.0,208.08,208.08,529566364023.19,529.566,22.0,cap100,equity,data_raw,001000111,000011111,322.54,-42.91,False
132,BTC-USD,Cryptocurrency,1555.5,44.2,2.1,4.4,-14.5,-15.5,-22.5,-39.3,-27.8,-5.9,80.4,1555.5,3326.6,-9.6,1.3,5513.7,3040.4940810963603,1699.4,9.0,9.0,9.0,9.0,38.44,38.44,210.69,210.69,-1,472.9565302425376,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,9.0,9.0,9.0,9.0,38.44,38.44,538.0,58.0,0.0,25.0,0.0,210.69,210.69,1271979498261.89,1271.979,,crypto,crypto,data_raw,100000011,111110111,126198.0703,-49.71,False
133,STT,Custody Banks & Asset Management,55.0,100.0,0.0,1.9,6.0,12.1,17.6,27.3,60.6,69.0,81.3,55.0,55.5,-60.4,1.5,-5.6,-6.0,198.9,149.0,149.0,154.0,154.0,29.22,29.22,212.82,212.82,15,1.6868532593097232,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,149.0,149.0,154.0,154.0,29.22,29.22,71.0,0.0,0.0,-6.0,0.0,212.82,212.82,46394459093.19,46.394,249.0,large,equity,data_raw,111111111,000011011,168.285,-0.39,True
134,ALL,Insurance - Property & Casualty,6.4,55.4,-1.7,-0.7,4.1,-0.1,0.0,-2.4,3.2,7.8,8.5,6.4,53.0,-50.7,1.4,28.8,13.517943458291786,150.3,198.0,198.0,209.0,209.0,26.73,26.73,213.08,213.08,67,-13.256318873486059,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,198.0,198.0,209.0,209.0,26.73,26.73,233.0,0.0,0.0,0.0,0.0,213.08,213.08,57052201972.84,57.052,222.0,large,equity,data_raw,010001111,010011110,227.62,-2.63,False
135,EBAY,Internet Retail,61.8,84.6,0.4,0.2,3.0,6.5,12.0,15.3,60.3,57.1,55.9,61.8,85.0,-62.2,1.4,26.3,-3.124386678279152,205.7,142.0,142.0,147.0,147.0,36.22,36.22,213.47,213.47,-5,0.7844523240592411,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,142.0,142.0,147.0,147.0,36.22,36.22,113.0,0.0,0.0,25.0,0.0,213.47,213.47,48222840271.0,48.223,247.0,large,equity,data_raw,111111111,000110011,119.31,-8.97,False
136,ETR,Electric Utilities,32.1,70.1,-1.6,-0.8,-0.3,-5.3,1.0,4.9,36.8,40.1,31.7,32.1,72.9,-62.1,1.2,30.3,-2.872705313997315,175.9,170.0,170.0,176.0,176.0,26.89,26.89,214.64,214.64,20,1.322241758042769,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,170.0,170.0,176.0,176.0,26.89,26.89,243.0,4.0,0.0,0.0,0.0,214.64,214.64,50875807849.64,50.876,240.0,large,equity,data_raw,000111111,110000111,118.445,-6.19,False
137,CCEP,Beverages - Non-Alcoholic,1.5,53.4,6.8,3.1,6.5,-3.2,-2.3,-3.6,2.5,13.0,11.7,1.5,51.9,-55.5,1.3,22.1,1.6848891059643913,145.3,204.0,204.0,217.0,217.0,16.27,16.27,214.67,214.67,128,-0.48842043307967464,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,204.0,204.0,217.0,217.0,16.27,16.27,266.0,0.0,0.0,-4.0,0.0,214.67,214.67,43985470426.16,43.985,256.0,large,equity,data_raw,110001111,110001111,110.9,-10.42,False
138,PSX,Oil & Gas Refining & Marketing,44.0,65.7,-4.4,-2.8,0.1,-0.7,9.0,17.0,8.6,33.5,53.9,44.0,106.9,-74.9,1.4,12.8,6.039200316419633,187.9,163.0,163.0,169.0,169.0,55.15,55.15,216.25,216.25,-23,-0.6830703867301153,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,163.0,163.0,169.0,169.0,55.15,55.15,133.0,0.0,0.0,0.0,0.0,216.25,216.25,71947788115.44,71.948,177.0,large,equity,data_raw,010111111,010011100,190.61,-5.85,False
139,ROK,Industrial Machinery,44.4,74.7,6.4,2.4,6.4,7.3,7.0,11.9,17.6,11.4,18.7,44.4,70.8,-33.7,1.6,13.2,-2.966430845399556,188.2,162.0,162.0,168.0,168.0,27.44,27.44,216.49,216.49,-30,0.01904853776198534,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,162.0,162.0,168.0,168.0,27.44,27.44,123.0,0.0,0.0,25.0,0.0,216.49,216.49,51112577163.52,51.113,235.0,large,equity,data_raw,111111111,101111001,468.07,-1.87,False
140,LIN,Industrial Gases,26.9,40.5,3.3,1.5,2.7,-2.2,4.1,0.4,-16.5,-16.1,-9.8,26.9,97.5,-20.7,1.5,78.7,73.55829126234906,170.7,176.0,176.0,184.0,184.0,66.73,66.73,216.93,216.93,38,-23.145199894473635,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,176.0,176.0,184.0,184.0,66.73,66.73,220.0,0.0,0.0,-6.0,0.0,216.93,216.93,242071184483.03,242.071,51.0,cap100,equity,data_raw,110110001,111111000,525.82,-0.43,True
141,DVA,Healthcare,-4.3,75.8,9.8,6.0,21.1,22.0,43.0,39.2,23.3,23.3,19.0,-4.3,29.9,-109.4,2.2,0.0,-13.886681742851344,139.5,216.0,216.0,229.0,229.0,41.78,41.78,217.78,217.78,25,2.2361691154895738,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,216.0,216.0,229.0,229.0,41.78,41.78,42.0,0.0,0.0,-6.0,0.0,217.78,217.78,13392842335.05,13.393,465.0,other,equity,data_raw,111111110,001100101,211.8,-1.48,False
142,CBOE,Financial Data & Stock Exchanges,52.4,61.3,7.9,4.9,-5.1,-6.1,0.4,4.4,17.2,40.4,51.2,52.4,121.0,-55.4,1.2,67.0,16.11891881176085,196.2,153.0,153.0,158.0,158.0,20.36,20.36,218.26,218.26,9,-0.6971195192514692,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,153.0,153.0,158.0,158.0,20.36,20.36,281.0,4.0,0.0,25.0,0.0,218.26,218.26,30863447822.69,30.863,315.0,other,equity,data_raw,100111111,100001111,371.18,-20.55,False
143,ROST,Apparel Retail,29.2,92.5,9.8,3.8,5.8,4.3,12.9,30.7,32.9,43.7,30.1,29.2,37.2,-63.8,2.2,-25.6,-8.655236033582213,173.1,172.0,172.0,180.0,180.0,20.33,20.33,218.88,218.88,6,2.427567385369537,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,172.0,172.0,180.0,180.0,20.33,20.33,87.0,0.0,0.0,-6.0,0.0,218.88,218.88,77029161346.19,77.029,163.0,large,equity,data_raw,111111111,111001101,242.81,-1.1,False
144,RTX,Aerospace & Defense,18.8,59.2,3.4,1.7,6.8,-4.4,-4.9,0.1,33.5,37.3,42.2,18.8,73.4,-59.3,1.2,26.7,-3.7035986376299768,162.7,183.0,183.0,192.0,192.0,28.13,28.13,219.18,219.18,48,-0.655417585747136,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,183.0,183.0,192.0,192.0,28.13,28.13,268.0,0.0,0.0,-4.0,0.0,219.18,219.18,247156807896.94,247.157,49.0,cap100,equity,data_raw,110011111,00001--11,214.5,-14.44,False
145,RSG,Environmental Services,21.6,19.2,-1.7,-1.0,2.3,-7.6,-8.6,-16.7,-26.6,-21.5,-11.4,21.6,149.9,-8.6,1.7,410.4,329.16238719845336,165.4,181.0,181.0,188.0,188.0,41.44,41.44,220.14,220.14,41,-281.04982010679527,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,181.0,181.0,188.0,188.0,41.44,41.44,411.0,14.0,0.0,0.0,0.0,220.14,220.14,64581769628.87,64.582,195.0,large,equity,data_raw,010000001,111111110,233.42,-10.07,False
146,SYF,Consumer Finance,29.0,55.6,3.2,2.1,-1.0,-2.9,-7.5,-8.2,16.9,24.0,39.1,29.0,104.4,-64.4,1.3,82.9,26.862560104281727,172.9,174.0,174.0,182.0,182.0,35.1,35.1,220.4,220.4,75,-7.051877224107976,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,174.0,174.0,182.0,182.0,35.1,35.1,348.0,0.0,0.0,0.0,0.0,220.4,220.4,24676121158.42,24.676,366.0,other,equity,data_raw,100001111,000110111,88.77,-17.36,False
147,FICO,Financial Technology,152.1,22.6,2.3,4.2,3.6,-4.3,-17.5,-28.9,-47.0,-6.8,8.6,152.1,694.1,-6.1,1.5,1467.6,1520.694163242516,296.0,104.0,104.0,108.0,108.0,36.89,36.89,222.14,222.14,-24,69.4098542477368,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,104.0,104.0,108.0,108.0,36.89,36.89,459.0,36.0,0.0,25.0,0.0,222.14,222.14,27346483087.3,27.346,338.0,other,equity,data_raw,110000011,111011110,1886.28,-37.49,False
148,GEV,Electrical Equipment,161.5,57.3,-3.5,-2.9,-9.4,-8.5,9.1,25.1,,,,161.5,230.7,-7.2,1.3,189.1,42.69500976607734,185.5,164.0,164.0,102.0,102.0,20.5,20.5,226.65,226.65,-20,3.1171517054206106,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,164.0,164.0,102.0,102.0,20.5,20.5,169.0,4.0,47.0,25.0,0.0,226.65,226.65,252774143280.1,252.774,48.0,cap100,equity,data_raw,00011---1,--------1,1181.95,-20.41,False
149,ORLY,Auto Parts,51.6,49.6,-0.4,-0.3,-1.2,-7.2,-10.4,-16.6,-21.3,-10.5,10.5,51.6,154.4,-48.4,1.2,210.4,94.84295533015923,195.5,154.0,154.0,160.0,160.0,38.44,38.44,228.39,228.39,56,-30.689024024550775,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,154.0,154.0,160.0,160.0,38.44,38.44,425.0,22.0,0.0,0.0,0.0,228.39,228.39,75429643708.64,75.43,169.0,large,equity,data_raw,000000011,111111110,105.36,-13.61,False
150,KMI,Oil & Gas Midstream,56.2,65.1,-1.8,-1.0,-0.8,-8.0,-3.0,-1.8,13.2,32.0,57.5,56.2,118.9,-59.1,1.2,94.6,26.28156893319217,200.1,148.0,148.0,152.0,152.0,32.25,32.25,229.45,229.45,-8,-3.9442827255314796,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,148.0,148.0,152.0,152.0,32.25,32.25,320.0,4.0,0.0,25.0,0.0,229.45,229.45,71060935866.77,71.061,182.0,large,equity,data_raw,000001111,000011111,34.805,-8.23,False
151,BKR,Oil & Gas Equipment & Services,49.4,79.5,2.4,1.4,-3.3,-5.9,4.8,17.4,30.8,53.2,98.1,49.4,84.9,-85.4,1.3,15.6,-2.74009884615728,193.2,156.0,156.0,162.0,162.0,31.48,31.48,229.88,229.88,-11,0.07667099476418437,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,156.0,156.0,162.0,162.0,31.48,31.48,182.0,4.0,0.0,25.0,0.0,229.88,229.88,62639216923.07,62.639,202.0,large,equity,data_raw,100111111,000011101,70.41,-10.33,False
152,DRI,Restaurants,12.0,58.2,12.8,6.4,6.5,1.4,5.3,0.6,-2.9,-0.1,8.2,12.0,62.3,-57.3,1.4,31.6,11.738355315522229,155.9,190.0,190.0,199.0,199.0,62.23,62.23,231.03,231.03,52,-4.392513854918937,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,190.0,190.0,199.0,199.0,62.23,62.23,180.0,0.0,0.0,-6.0,0.0,231.03,231.03,24220717224.22,24.221,372.0,other,equity,data_raw,111110011,100011100,220.65,-4.16,False
153,CSCO,Communications Equipment,107.4,91.0,0.2,0.1,16.7,30.7,39.7,53.1,88.8,92.5,92.7,107.4,125.0,-66.9,1.5,-4.3,-8.826426187181154,251.3,118.0,118.0,121.0,121.0,36.22,36.22,232.37,232.37,-21,-1.5197896696897608,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,118.0,118.0,121.0,121.0,36.22,36.22,37.0,0.0,0.0,25.0,0.0,232.37,232.37,477307731917.35,477.308,23.0,cap100,equity,data_raw,111111111,110000011,130.3656,-7.11,False
154,IBM,IT Consulting & Other Services,11.2,60.8,-6.6,-3.5,3.2,4.3,-4.2,-7.8,10.3,30.5,38.1,11.2,67.4,-74.9,1.2,50.0,9.423646244081977,155.1,191.0,191.0,200.0,200.0,19.61,19.61,233.61,233.61,-57,2.5766947236284565,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,191.0,191.0,200.0,200.0,19.61,19.61,265.0,0.0,0.0,25.0,0.0,233.61,233.61,255874359448.63,255.874,47.0,cap100,equity,data_raw,011001111,000011111,332.41,-18.1,False
155,SO,Electric Utilities,45.6,53.5,1.3,0.7,0.8,-6.6,-4.8,-9.6,-14.7,-9.3,2.0,45.6,116.9,-35.5,1.2,139.1,69.4736844430139,189.5,160.0,160.0,166.0,166.0,66.33,66.33,234.03,234.03,77,-20.71591349159293,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,160.0,160.0,166.0,166.0,66.33,66.33,358.0,4.0,0.0,-4.0,0.0,234.03,234.03,105966303212.0,105.966,115.0,large,equity,data_raw,110000011,011111100,100.84,-6.78,False
156,PKG,Packaging & Containers,21.6,45.1,1.5,0.7,2.3,-2.7,-1.1,-1.6,-6.3,1.7,12.6,21.6,85.1,-30.1,1.3,59.9,48.582849629369896,165.5,180.0,180.0,188.0,188.0,66.22,66.22,236.22,236.22,2,-9.144580869905703,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,180.0,180.0,188.0,188.0,66.22,66.22,262.0,0.0,0.0,0.0,0.0,236.22,236.22,20334983824.14,20.335,405.0,other,equity,data_raw,110000111,100011100,249.51,-8.53,False
157,AMP,Asset Management,62.4,35.8,-1.2,-1.0,-1.2,-5.9,-10.0,-17.2,-29.9,-24.3,10.4,62.4,218.6,-24.3,1.3,346.9,238.96336458598645,206.2,141.0,141.0,146.0,146.0,72.33,72.33,236.53,236.53,43,-71.33365491551032,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,141.0,141.0,146.0,146.0,72.33,72.33,419.0,14.0,0.0,0.0,0.0,236.53,236.53,41274448615.87,41.274,264.0,large,equity,data_raw,000000011,011111100,550.18,-16.55,False
158,CF,Fertilizers & Agricultural Chemicals,56.9,40.8,-7.1,-6.1,-9.3,-12.1,3.1,6.1,1.7,-5.6,31.5,56.9,221.2,-55.7,1.7,108.9,37.02742590867184,200.7,147.0,147.0,151.0,151.0,46.02,46.02,237.52,237.52,-42,2.158991535927065,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,147.0,147.0,151.0,151.0,46.02,46.02,317.0,4.0,0.0,25.0,0.0,237.52,237.52,16819333433.24,16.819,438.0,other,equity,data_raw,000111011,100111001,141.96,-22.88,False
159,NRG,Independent Power Producers,274.8,50.8,-3.9,-4.3,-11.7,-22.9,-25.9,-31.6,30.1,92.3,130.9,274.8,554.2,-22.3,1.2,824.8,244.03232756704696,418.6,64.0,64.0,66.0,66.0,27.13,27.13,239.83,239.83,-32,23.356448820016936,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,64.0,64.0,66.0,66.0,27.13,27.13,542.0,58.0,0.0,25.0,0.0,239.83,239.83,26472472648.45,26.472,347.0,other,equity,data_raw,000001111,110001111,189.96,-33.95,False
160,FER,Infrastructure,36.7,66.4,1.5,0.8,-0.4,-7.5,-6.6,0.6,25.7,47.8,43.3,36.7,84.6,-59.5,1.2,45.9,-0.4174866939241006,180.6,166.0,166.0,172.0,172.0,20.96,20.96,242.41,242.41,16,0.655146834645602,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,166.0,166.0,172.0,172.0,20.96,20.96,321.0,4.0,0.0,25.0,0.0,242.41,242.41,48646148286.87,48.646,246.0,large,equity,data_raw,100011111,010001111,74.79,-9.16,False
161,AJG,Insurance Brokers,0.2,13.5,2.1,2.2,6.8,-1.9,-9.5,-24.3,-47.8,-49.0,-39.3,0.2,215.4,-33.0,2.0,705.6,906.0615492560565,144.1,207.0,207.0,221.0,221.0,67.05,67.05,243.8,243.8,115,-3350.1142435773227,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,207.0,207.0,221.0,221.0,67.05,67.05,402.0,10.0,0.0,-2.0,0.0,243.8,243.8,56190646607.3,56.191,224.0,large,equity,data_raw,110000001,111111100,313.55,-30.25,False
162,FITB,Banks - Regional,-8.4,43.1,6.0,2.7,8.2,4.6,5.6,9.2,17.0,3.5,8.4,-8.4,50.1,-51.9,1.5,0.0,-29.207152466270934,135.4,219.0,219.0,234.0,234.0,48.64,48.64,244.04,244.04,101,40.03613149348832,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,219.0,219.0,234.0,234.0,48.64,48.64,129.0,0.0,0.0,-6.0,0.0,244.04,244.04,49602430607.16,49.602,243.0,large,equity,data_raw,111111110,100110001,55.44,-1.28,False
163,MSI,Public Safety Technology,51.5,32.1,0.0,-0.0,-2.9,-11.5,-7.2,-13.9,-24.8,-18.1,-5.6,51.5,183.0,-10.2,1.4,303.1,237.5,195.4,155.0,155.0,161.0,161.0,72.89,72.89,246.14,246.14,-4,-50.718141596984026,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,155.0,155.0,161.0,161.0,72.89,72.89,428.0,14.0,0.0,0.0,0.0,246.14,246.14,68431678679.5,68.432,189.0,large,equity,data_raw,000000001,111111100,490.24,-15.91,False
164,SNPS,Electronic Design Automation Software,70.7,23.9,-1.9,-1.9,-6.8,-2.1,-4.7,-15.6,-43.8,-46.0,-30.2,70.7,309.4,-4.1,1.7,521.0,487.8043461887845,214.6,137.0,137.0,142.0,142.0,73.87,73.87,246.72,246.72,-46,110.42813625181714,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,137.0,137.0,142.0,142.0,73.87,73.87,394.0,10.0,0.0,25.0,0.0,246.72,246.72,86910553629.12,86.911,142.0,large,equity,data_raw,000000001,111111100,539.48,-15.87,False
165,PLTR,Software,533.1,51.8,-2.2,-3.3,-13.5,-15.5,-20.6,-26.1,232.1,527.1,,533.1,1018.1,-71.2,1.2,1313.3,346.12004305257557,599.2,48.0,48.0,42.0,42.0,38.0,38.0,246.85,246.85,-43,49.8005467673417,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,48.0,48.0,42.0,42.0,38.0,38.0,523.0,58.0,11.0,25.0,0.0,246.85,246.85,293874165133.72,293.874,42.0,cap100,equity,data_raw,0000011-1,-----0111,207.52,-38.32,False
166,VTR,Healthcare REITs,-4.8,62.5,5.9,2.6,-0.5,-5.1,-2.7,3.6,21.4,26.3,23.1,-4.8,33.5,-67.0,1.4,0.0,-14.555435853343281,140.4,214.0,214.0,231.0,231.0,26.09,26.09,247.04,247.04,80,11.65282522835525,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,214.0,214.0,231.0,231.0,26.09,26.09,273.0,4.0,0.0,0.0,0.0,247.04,247.04,41129957823.96,41.13,265.0,large,equity,data_raw,100011110,100001111,90.99,-7.02,False
167,AFL,Insurance - Life,9.3,51.0,-3.4,-1.5,4.0,-0.4,-0.9,-2.6,-9.1,2.2,14.2,9.3,67.0,-50.0,1.4,43.5,25.439567737184486,153.1,195.0,195.0,205.0,205.0,65.78,65.78,247.83,247.83,28,-14.37259501283732,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,195.0,195.0,205.0,205.0,65.78,65.78,244.0,0.0,0.0,0.0,0.0,247.83,247.83,59958423244.5,59.958,210.0,large,equity,data_raw,010000111,110011100,119.81,-1.68,False
168,MSTR,Enterprise Software,256.3,15.1,-0.1,-0.3,-25.8,-20.2,-25.0,-50.8,-16.0,64.5,174.5,256.3,2076.0,-66.6,1.6,6222.4,4669.052512291628,400.2,68.0,68.0,69.0,69.0,46.78,46.78,248.38,248.38,-6,303.9930233393725,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,68.0,68.0,69.0,69.0,46.78,46.78,568.0,58.0,0.0,25.0,0.0,248.38,248.38,41366419596.81,41.366,262.0,large,equity,data_raw,000000111,001100111,365.21,-66.06,False
169,WRB,Property & Casualty Insurance,30.1,36.5,-1.9,-1.0,4.1,-3.3,-6.7,-13.5,-11.9,-5.2,3.7,30.1,107.3,-27.7,1.4,165.9,87.15059938312511,175.3,171.0,171.0,178.0,178.0,74.78,74.78,248.73,248.73,45,-76.01526587613385,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,171.0,171.0,178.0,178.0,74.78,74.78,356.0,10.0,0.0,-4.0,0.0,248.73,248.73,25415331243.93,25.415,358.0,other,equity,data_raw,010000011,110011100,78.96,-13.54,False
170,PNC,Financials,-11.7,48.3,6.6,2.4,7.3,4.6,5.4,7.5,14.5,3.8,3.5,-11.7,32.0,-51.9,1.5,0.0,-24.820210923238555,132.2,222.0,222.0,238.0,238.0,53.02,53.02,248.97,248.97,98,36.01368769677399,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,222.0,222.0,238.0,238.0,53.02,53.02,137.0,0.0,0.0,-6.0,0.0,248.97,248.97,95435851911.69,95.436,127.0,large,equity,data_raw,111111110,-00110001,243.94,-2.57,False
171,KTOS,Aerospace & Defense,188.9,30.9,0.2,0.4,-6.1,-19.3,-26.6,-20.7,85.2,126.0,101.9,188.9,761.1,-66.8,1.5,899.6,227.6828522803072,332.8,90.0,90.0,92.0,92.0,27.93,27.93,249.58,249.58,-26,10.618918073093994,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,90.0,90.0,92.0,92.0,27.93,27.93,519.0,58.0,0.0,25.0,0.0,249.58,249.58,10829279076.0,10.829,498.0,other,equity,data_raw,100001111,111000111,134.0,-56.9,False
172,CHRW,Trucking,21.9,79.2,6.8,3.8,7.2,2.7,3.6,25.2,64.3,53.2,46.4,21.9,52.0,-90.7,1.6,-33.3,-24.46395055014912,165.7,179.0,179.0,187.0,187.0,40.67,40.67,249.72,249.72,18,8.72065228502553,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,179.0,179.0,187.0,187.0,40.67,40.67,112.0,0.0,0.0,-6.0,0.0,249.72,249.72,22836723804.58,22.837,382.0,other,equity,data_raw,111111111,000010011,203.34,-4.72,False
173,INTC,Semiconductors,103.0,87.5,17.6,17.9,12.4,76.1,120.2,227.2,246.2,205.0,146.7,103.0,141.0,-158.8,2.7,-113.6,-44.457840634902745,246.8,122.0,122.0,125.0,125.0,47.67,47.67,251.52,251.52,-8,0.7763587233905582,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,122.0,122.0,125.0,125.0,47.67,47.67,5.0,0.0,0.0,25.0,0.0,251.52,251.52,626088818466.19,626.089,18.0,cap100,equity,data_raw,111111111,110000001,132.75,-6.16,False
