Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,Interval_Dice,Alpha_Dice,High_52W,Pct_From_52W_High,At_52W_High
157,BAESY,Aerospace & Defense,111.7,62.6,-1.0,-1.0,-5.0,-15.0,-8.6,-11.3,13.8,59.6,108.2,111.7,218.5,-65.9,1.2,229.4,53.20583317185228,256.9,123.0,123.0,126.0,126.0,32.23,32.23,232.38,232.38,-2,-2.322056555773983,STRONG_DOWN,UPPER_RANGE,NEUTRAL,S5_TRASH,,,,,123.0,123.0,126.0,126.0,32.23,32.23,436.0,14.0,0.0,25.0,0.0,232.38,232.38,74978064439.82,74.978,167.0,large,equity,data_raw,000001111,000011111,126.0,-18.87,False
158,ORLY,Auto Parts,44.9,46.3,-4.1,-2.8,-3.5,-9.5,-12.7,-18.9,-24.1,-14.0,5.9,44.9,154.4,-48.4,1.2,224.0,99.83403166187794,189.9,161.0,161.0,166.0,166.0,38.44,38.44,233.99,233.99,-19,5.175733163601578,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,161.0,161.0,166.0,166.0,38.44,38.44,444.0,22.0,0.0,0.0,0.0,233.99,233.99,73258414248.12,73.258,173.0,large,equity,data_raw,000000011,111111110,104.06,-15.05,False
159,CCEP,Beverages - Non-Alcoholic,-1.1,51.1,-5.0,-2.2,5.4,-4.3,-3.4,-4.7,1.1,11.3,9.7,-1.1,51.9,-55.5,1.3,0.0,1.6376045739813467,143.9,212.0,212.0,225.0,225.0,27.31,27.31,234.81,234.81,-26,0.09334944384689403,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,212.0,212.0,225.0,225.0,27.31,27.31,262.0,0.0,0.0,0.0,0.0,234.81,234.81,43002508215.0,43.003,260.0,large,equity,data_raw,010001110,110001111,110.9,-12.43,False
160,COF,Diversified Banks,3.1,38.6,13.8,8.8,6.5,0.8,-8.0,-14.2,-2.3,-1.5,12.5,3.1,92.5,-52.5,1.4,101.3,53.062160299718386,148.1,199.0,199.0,212.0,212.0,45.22,45.22,235.52,235.52,107,-38.980014484335754,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,199.0,199.0,212.0,212.0,45.22,45.22,313.0,10.0,0.0,-4.0,0.0,235.52,235.52,124999948282.67,125.0,98.0,cap100,equity,data_raw,111000011,000101110,259.64,-22.64,False
161,LIN,Industrial Gases,26.0,39.7,-3.3,-1.4,2.4,-2.6,3.7,-0.1,-17.0,-16.7,-10.5,26.0,97.5,-20.7,1.5,79.8,62.14730170958214,171.0,183.0,183.0,191.0,191.0,77.76,77.76,236.91,236.91,-21,-6.4307852634942435,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,183.0,183.0,191.0,191.0,77.76,77.76,204.0,0.0,0.0,0.0,0.0,236.91,236.91,238501848575.72,238.502,55.0,cap100,equity,data_raw,010100001,111111000,525.87,-1.91,False
162,SOL-USD,Cryptocurrency,757.2,6.7,0.5,6.9,-13.5,-19.9,-31.6,-52.3,-40.2,-20.1,,757.2,11126.9,-44.7,1.5,27383.6,5000.0,831.3,31.0,31.0,31.0,31.0,71.0,71.0,237.55,237.55,30,0.0,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,31.0,31.0,31.0,31.0,71.0,71.0,568.0,58.0,11.0,-2.0,0.0,237.55,237.55,41358017386.19,41.358,,crypto,crypto,data_raw,1000000-1,-----1010,229.3158,-68.91,False
163,DRI,Restaurants,11.4,57.8,0.1,0.0,6.3,1.2,5.0,0.3,-3.2,-0.5,7.7,11.4,62.3,-57.3,1.4,31.6,9.518525099355358,156.4,193.0,193.0,204.0,204.0,62.23,62.23,239.63,239.63,-5,-1.9164248588671118,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,193.0,193.0,204.0,204.0,62.23,62.23,171.0,0.0,0.0,0.0,0.0,239.63,239.63,24204682393.71,24.205,369.0,other,equity,data_raw,011110011,100011100,220.65,-4.22,False
164,DOV,Diversified Machinery,8.3,47.5,3.9,1.6,2.2,-2.7,1.6,5.9,-3.2,-11.5,-12.6,8.3,62.8,-40.4,2.0,2.8,12.320216100097468,153.3,195.0,195.0,207.0,207.0,57.84,57.84,239.99,239.99,42,-1.7267841424737096,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,195.0,195.0,207.0,207.0,57.84,57.84,190.0,0.0,0.0,0.0,0.0,239.99,239.99,29731892692.96,29.732,321.0,other,equity,data_raw,110110001,11110000-,237.54,-7.05,False
165,NEM,Gold Mining,38.6,61.9,6.3,5.5,-2.7,-13.0,-8.7,14.6,79.0,58.0,40.3,38.6,127.4,-105.8,1.6,15.7,-33.7859188936727,183.6,169.0,169.0,176.0,176.0,37.75,37.75,240.85,240.85,84,4.514081106327296,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,169.0,169.0,176.0,176.0,37.75,37.75,285.0,4.0,0.0,-4.0,0.0,240.85,240.85,112808298617.13,112.808,112.0,large,equity,data_raw,100011111,001100011,134.88,-21.66,False
166,XLI,Index,-4.8,54.7,12.9,2.0,3.7,-0.7,2.4,2.9,3.3,2.4,0.5,-4.8,12.5,-24.8,1.8,0.0,-10.873179486919122,140.2,218.0,218.0,232.0,232.0,42.32,42.32,241.72,241.72,51,5.457687441687318,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,218.0,218.0,232.0,232.0,42.32,42.32,182.0,0.0,0.0,-6.0,0.0,241.72,241.72,30217220096.0,30.217,,etf,etf,data_raw,110111110,100011001,182.33,-1.5,False
167,NTRS,Custody Banks & Asset Management,-0.7,79.6,0.9,0.4,6.3,10.2,14.6,21.5,63.3,47.6,34.7,-0.7,22.7,-90.2,1.5,0.0,-23.48287648259766,144.3,209.0,209.0,222.0,222.0,57.11,57.11,241.81,241.81,-3,1.9032915142903875,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,209.0,209.0,222.0,222.0,57.11,57.11,91.0,0.0,0.0,-6.0,0.0,241.81,241.81,32374017222.38,32.374,308.0,other,equity,data_raw,111111110,100000001,176.87,-1.09,False
168,CF,Fertilizers & Agricultural Chemicals,53.7,39.7,-3.6,-3.2,-10.4,-13.2,1.8,4.8,0.2,-7.4,29.2,53.7,221.2,-55.7,1.6,113.1,44.693265798054945,198.7,158.0,158.0,162.0,162.0,46.12,46.12,242.07,242.07,-16,7.7046457317875365,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,158.0,158.0,162.0,162.0,46.12,46.12,321.0,4.0,0.0,25.0,0.0,242.07,242.07,16261658418.48,16.262,441.0,other,equity,data_raw,000111011,100111001,141.96,-25.44,False
169,PLTR,Software,529.9,51.5,1.3,2.1,-14.3,-16.3,-21.4,-26.9,230.2,524.0,,529.9,1018.1,-71.2,1.3,1319.0,393.81549839215427,596.8,51.0,51.0,42.0,42.0,34.0,34.0,242.6,242.6,3,36.35743879906988,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,51.0,51.0,42.0,42.0,34.0,34.0,525.0,58.0,11.0,25.0,0.0,242.6,242.6,299935809571.71,299.936,42.0,cap100,equity,data_raw,1000011-1,-----0111,207.52,-37.05,False
170,CSCO,Communications Equipment,93.3,83.7,-5.6,-3.0,11.9,25.2,33.9,46.6,79.9,82.5,81.5,93.3,125.0,-66.9,1.5,-2.8,-9.897037179139273,238.3,135.0,135.0,138.0,138.0,36.22,36.22,243.92,243.92,-11,-0.9722943387953862,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,135.0,135.0,138.0,138.0,36.22,36.22,43.0,0.0,0.0,25.0,0.0,243.92,243.92,462448536461.43,462.449,26.0,cap100,equity,data_raw,011111111,110000011,130.3656,-10.0,False
171,SNPS,Electronic Design Automation Software,73.3,24.8,1.8,1.8,-6.2,-1.4,-3.9,-15.0,-43.3,-45.4,-29.2,73.3,309.4,-4.1,1.7,497.2,522.6491300010788,218.3,146.0,146.0,148.0,148.0,73.83,73.83,246.78,246.78,5,16.516496340701167,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,146.0,146.0,148.0,148.0,73.83,73.83,369.0,10.0,0.0,25.0,0.0,246.78,246.78,88413661655.58,88.414,135.0,large,equity,data_raw,100000001,111111100,539.48,-14.41,False
172,AFL,Insurance - Life,7.7,49.7,-2.7,-1.2,3.3,-1.1,-1.6,-3.3,-10.0,1.2,12.9,7.7,67.0,-50.0,1.4,44.2,28.085932971339204,152.7,196.0,196.0,209.0,209.0,65.78,65.78,246.93,246.93,-16,2.4218475069713534,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,196.0,196.0,209.0,209.0,65.78,65.78,237.0,0.0,0.0,0.0,0.0,246.93,246.93,59164404153.65,59.164,212.0,large,equity,data_raw,010000111,110011100,119.81,-2.98,False
173,FICO,Financial Technology,131.4,19.6,-2.5,-4.4,-2.0,-9.8,-22.4,-33.5,-52.0,-15.0,-1.9,131.4,694.1,-6.1,1.5,1673.7,1553.6325007432315,276.5,115.0,115.0,118.0,118.0,47.89,47.89,248.59,248.59,-19,42.147027183308865,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,115.0,115.0,118.0,118.0,47.89,47.89,499.0,40.0,0.0,25.0,0.0,248.59,248.59,26132439724.38,26.132,348.0,other,equity,data_raw,000000001,111011110,1858.91,-39.38,False
174,ROST,Apparel Retail,21.4,84.8,-7.5,-2.8,2.7,1.1,9.5,26.7,28.1,38.0,23.9,21.4,37.2,-63.8,2.2,-26.9,-9.048878831229853,166.4,186.0,186.0,195.0,195.0,20.33,20.33,249.43,249.43,-24,-0.5476421282495281,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,186.0,186.0,195.0,195.0,20.33,20.33,108.0,0.0,0.0,12.0,0.0,249.43,249.43,74822185977.0,74.822,169.0,large,equity,data_raw,011111111,111001101,242.81,-3.94,False
175,INSM,Biotechnology,159.2,32.0,0.3,0.7,-16.9,-32.3,-41.2,-36.0,63.8,134.5,134.9,159.2,673.7,-82.7,1.3,1032.0,378.39313855698134,304.2,108.0,108.0,112.0,112.0,42.11,42.11,249.91,249.91,-7,-19.249866901088012,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,108.0,108.0,112.0,112.0,42.11,42.11,578.0,58.0,0.0,-2.0,0.0,249.91,249.91,21339278139.47,21.339,394.0,other,equity,data_raw,100001111,000000111,212.75,-53.73,False
176,BAC,Diversified Banks,-6.2,44.1,2.5,1.0,7.7,5.6,2.0,2.3,17.9,6.7,2.1,-6.2,46.0,-47.9,1.3,0.0,-23.322293220447975,138.8,220.0,220.0,234.0,234.0,45.85,45.85,251.4,251.4,1,6.294995971710133,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,220.0,220.0,234.0,234.0,45.85,45.85,157.0,0.0,0.0,0.0,0.0,251.4,251.4,401170260838.2,401.17,31.0,cap100,equity,data_raw,111111110,100000011,57.98,-2.5,False
177,EMR,Industrial Automation,-11.2,45.8,15.8,4.2,6.5,0.8,1.4,0.2,4.5,2.1,3.7,-11.2,21.8,-38.3,1.7,0.0,-19.703174387090886,133.8,228.0,228.0,244.0,244.0,45.67,45.67,251.52,251.52,51,20.876455485386433,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,228.0,228.0,244.0,244.0,45.67,45.67,179.0,0.0,0.0,-6.0,0.0,251.52,251.52,83454900000.0,83.455,145.0,large,equity,data_raw,111111110,000010101,165.15,-9.78,False
178,DVA,Medical Specialities,2.5,80.7,1.8,1.0,24.6,25.7,47.5,43.6,28.0,28.6,24.9,2.5,29.9,-109.4,2.3,-62.3,-10.644531880871941,147.5,202.0,202.0,214.0,214.0,36.77,36.77,252.32,252.32,-8,1.6979111208445108,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,202.0,202.0,214.0,214.0,36.77,36.77,39.0,0.0,0.0,0.0,0.0,252.32,252.32,13516077417.53,13.516,461.0,other,equity,data_raw,111111111,001100101,213.32,-1.28,False
179,487230.KS,US AI Power Infrastructure,63.9,70.3,14.9,5.7,2.7,10.3,23.3,31.3,,,,63.9,59.1,-7.9,1.6,26.2,6.214367407092888,84.4,321.0,321.0,153.0,153.0,17.5,17.5,252.7,252.7,34,-0.7770372877293328,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,321.0,321.0,153.0,153.0,17.5,17.5,75.0,0.0,47.0,0.0,0.0,252.7,252.7,20275000000.0,20.275,,etf,etf,data_raw,11111---1,--------1,28315.0,-8.58,False
180,MSCI,Financial Index & Analytics,60.4,23.1,-0.3,-0.3,-3.2,-3.0,-3.4,-6.0,-23.0,-39.0,-40.2,60.4,285.4,-7.2,1.3,320.8,284.4442687021772,205.4,154.0,154.0,158.0,158.0,90.77,90.77,254.42,254.42,0,32.01261833374895,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,154.0,154.0,158.0,158.0,90.77,90.77,307.0,0.0,0.0,25.0,0.0,254.42,254.42,43410373454.23,43.41,257.0,large,equity,data_raw,000000001,11111-000,644.68,-7.41,False
181,WRB,Property & Casualty Insurance,29.6,36.1,-0.4,-0.2,3.9,-3.5,-6.8,-13.6,-12.1,-5.5,3.4,29.6,107.3,-27.7,1.4,167.2,90.82390526425098,174.6,178.0,178.0,186.0,186.0,74.78,74.78,254.63,254.63,-3,6.244540310598765,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,178.0,178.0,186.0,186.0,74.78,74.78,349.0,10.0,0.0,0.0,0.0,254.63,254.63,25348321318.56,25.348,356.0,other,equity,data_raw,010000011,110011100,78.96,-13.77,False
182,MSTR,Enterprise Software,240.3,14.3,-1.5,-5.9,-28.4,-23.3,-27.9,-53.1,-20.2,57.1,162.8,240.3,2076.0,-66.6,1.6,6481.6,4796.927899254789,385.3,78.0,78.0,81.0,81.0,46.78,46.78,254.83,254.83,-17,93.55434071292075,STRONG_DOWN,LOWER,NEUTRAL,S5_TRASH,,,,,78.0,78.0,81.0,81.0,46.78,46.78,579.0,58.0,0.0,25.0,0.0,254.83,254.83,39095789397.84,39.096,274.0,large,equity,data_raw,000000111,001100111,328.99,-64.57,False
183,DOGE-USD,Cryptocurrency,985.0,4.6,-0.1,-2.4,-18.9,-18.9,-26.9,-48.4,-64.7,-84.6,623.6,985.0,22199.9,-45.9,1.5,49138.9,4985.364128336774,1095.7,19.0,19.0,19.0,19.0,78.64,78.64,255.69,255.69,-2,-14.635871663225771,STRONG_DOWN,LOWER,NEUTRAL,S5_TRASH,,,,,19.0,19.0,19.0,19.0,78.64,78.64,564.0,58.0,0.0,25.0,0.0,255.69,255.69,13211643540.7,13.212,,crypto,crypto,data_raw,000000011,--0111100,0.2557,-66.6,False
184,AME,Electronic Instruments & Controls,14.0,52.4,7.1,1.9,1.7,-3.8,-0.8,3.2,-4.6,-6.3,-5.6,14.0,46.1,-21.9,2.0,12.8,7.631360722577721,159.0,191.0,191.0,202.0,202.0,73.67,73.67,257.52,257.52,23,-1.0095831224297491,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,191.0,191.0,202.0,202.0,73.67,73.67,222.0,0.0,0.0,-4.0,0.0,257.52,257.52,53007779251.8,53.008,230.0,large,equity,data_raw,110010001,111111000,243.18,-4.9,False
185,HIG,Insurance - Diversified,19.0,55.3,0.2,0.1,-1.1,-8.4,-10.0,-12.0,-7.6,1.6,20.2,19.0,77.8,-52.8,1.2,92.1,37.550198854574376,164.0,190.0,190.0,199.0,199.0,47.22,47.22,258.47,258.47,12,4.314720053693492,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,190.0,190.0,199.0,199.0,47.22,47.22,409.0,14.0,0.0,0.0,0.0,258.47,258.47,35538319337.48,35.538,294.0,large,equity,data_raw,100000111,000011110,144.5,-10.28,False
186,FITB,Banks - Regional,-13.3,38.3,-9.2,-3.8,6.0,2.4,3.4,6.8,14.0,0.2,4.5,-13.3,50.1,-51.9,1.5,0.0,-25.011198764995914,131.7,231.0,231.0,247.0,247.0,48.7,48.7,260.15,260.15,-25,-0.09804570093305287,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,231.0,231.0,247.0,247.0,48.7,48.7,154.0,0.0,0.0,0.0,0.0,260.15,260.15,47653862853.35,47.654,247.0,large,equity,data_raw,011111110,100110001,55.44,-5.16,False
187,KTOS,Aerospace & Defense,180.0,29.9,-0.8,-1.9,-8.3,-21.4,-28.5,-22.9,80.6,120.2,95.8,180.0,761.1,-66.8,1.5,930.9,221.18744386247948,325.2,99.0,99.0,104.0,104.0,32.11,32.11,261.01,261.01,-5,-10.61788868848052,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,99.0,99.0,104.0,104.0,32.11,32.11,533.0,58.0,0.0,25.0,0.0,261.01,261.01,10829279076.0,10.829,495.0,other,equity,data_raw,000001111,111000111,134.0,-56.9,False
188,PNC,Financials,-13.6,45.9,-5.1,-1.8,6.5,3.7,4.5,6.6,13.3,2.5,2.0,-13.6,32.0,-51.9,1.5,0.0,-20.246004453062532,131.4,232.0,232.0,248.0,248.0,53.05,53.05,262.1,262.1,-19,2.021889798031971,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,232.0,232.0,248.0,248.0,53.05,53.05,147.0,0.0,0.0,0.0,0.0,262.1,262.1,93616764618.92,93.617,129.0,large,equity,data_raw,011111110,-00110001,243.94,-4.43,False
189,AMZN,Internet Retail,19.8,26.6,-0.5,-0.4,-10.5,-4.1,-5.4,-7.5,-8.4,-7.1,-21.4,19.8,152.6,-27.7,1.2,138.3,104.05303708722259,164.8,187.0,187.0,196.0,196.0,59.57,59.57,262.22,262.22,-2,16.806100394092184,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,187.0,187.0,196.0,196.0,59.57,59.57,370.0,0.0,0.0,25.0,0.0,262.22,262.22,2554813491050.0,2554.813,4.0,cap10,equity,data_raw,000000001,111100110,278.56,-14.74,False
190,BKR,Oil & Gas Equipment & Services,32.5,69.6,-8.1,-4.8,-9.0,-11.7,-1.7,10.0,21.2,41.2,81.9,32.5,84.9,-85.4,1.3,18.4,-2.9763549202076,177.5,175.0,175.0,183.0,183.0,38.54,38.54,263.74,263.74,-30,-0.24568193176719166,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,175.0,175.0,183.0,183.0,38.54,38.54,291.0,4.0,0.0,25.0,0.0,263.74,263.74,59593566326.03,59.594,211.0,large,equity,data_raw,000011111,000011101,70.41,-14.69,False
191,SO,Electric Utilities,42.2,51.2,-2.9,-1.5,-0.5,-7.9,-6.1,-10.9,-16.3,-11.2,-0.4,42.2,116.9,-35.5,1.3,144.7,67.88715912553833,187.2,165.0,165.0,171.0,171.0,77.33,77.33,263.78,263.78,-34,-0.6712248370287455,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,165.0,165.0,171.0,171.0,77.33,77.33,378.0,14.0,0.0,0.0,0.0,263.78,263.78,104309169221.84,104.309,118.0,large,equity,data_raw,000000001,011111100,100.84,-8.24,False
192,CTAS,Commercial Services,59.0,27.2,-5.0,-3.7,-1.2,-10.1,-13.2,-23.3,-35.2,-27.1,-15.9,59.0,229.6,-4.0,1.4,532.6,379.33926361817134,204.0,155.0,155.0,159.0,159.0,43.44,43.44,264.54,264.54,-66,78.22950277405005,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,155.0,155.0,159.0,159.0,43.44,43.44,453.0,40.0,0.0,25.0,0.0,264.54,264.54,67879220248.62,67.879,188.0,large,equity,data_raw,000000001,111111110,209.08,-18.86,False
193,GNRC,Electrical Equipment,85.0,19.7,1.0,2.3,1.2,8.8,35.1,42.1,48.7,6.9,-3.5,85.0,673.8,-58.8,2.4,-4.6,-24.54489501108985,230.0,138.0,138.0,140.0,140.0,49.64,49.64,264.99,264.99,-2,0.9551049889101506,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,138.0,138.0,140.0,140.0,49.64,49.64,57.0,0.0,0.0,25.0,0.0,264.99,264.99,15788580962.81,15.789,447.0,other,equity,data_raw,111111101,111100001,294.18,-8.83,False
194,UAL,Industrials,-36.9,52.8,0.5,0.3,14.1,9.5,6.3,9.7,47.5,57.2,36.0,-36.9,37.9,-119.5,1.3,0.0,-49.101906261863085,108.1,277.0,277.0,297.0,297.0,34.22,34.22,265.42,265.42,-8,10.678068479045251,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,277.0,277.0,297.0,297.0,34.22,34.22,109.0,0.0,0.0,0.0,0.0,265.42,265.42,37594912188.54,37.595,283.0,large,equity,data_raw,111111110,100000111,124.79,-7.18,False
195,457480.KS,Tesla Value Chain,40.7,52.4,5.0,2.3,1.1,2.2,3.3,15.7,40.4,,,40.7,24.9,-57.4,1.5,0.0,-27.03839330880661,78.8,336.0,336.0,175.0,175.0,17.5,17.5,266.0,266.0,28,-1.9857254763756593,EARLY_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,336.0,336.0,175.0,175.0,17.5,17.5,142.0,0.0,26.0,0.0,0.0,266.0,266.0,10811000000.0,10.811,,etf,etf,data_raw,111111--1,--------1,25895.0,-6.91,False
196,MELI,Internet Retail,96.0,19.0,1.6,2.7,-9.0,-12.8,-20.0,-33.4,-43.9,-43.3,-46.5,96.0,549.4,-11.6,1.4,1264.4,1074.4347284386315,241.0,134.0,134.0,137.0,137.0,63.15,63.15,267.75,267.75,22,-40.10081403181471,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,134.0,134.0,137.0,137.0,63.15,63.15,518.0,58.0,0.0,-2.0,0.0,267.75,267.75,82728672808.25,82.729,148.0,large,equity,data_raw,100000001,111100110,2428.0,-32.79,False
197,VTR,Healthcare REITs,-11.6,55.7,-6.8,-2.8,-3.3,-7.9,-5.6,0.4,16.9,21.1,17.1,-11.6,33.5,-67.0,1.4,0.0,-15.012832193700527,133.4,229.0,229.0,245.0,245.0,32.24,32.24,268.19,268.19,-26,0.4514534180360492,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,229.0,229.0,245.0,245.0,32.24,32.24,318.0,4.0,0.0,0.0,0.0,268.19,268.19,39938843486.29,39.939,268.0,large,equity,data_raw,000011110,100001111,91.06,-9.78,False
198,FFIV,Enterprise Technology,-6.5,70.4,-6.1,-2.8,7.9,16.7,27.6,21.0,39.8,36.7,28.7,-6.5,27.0,-84.3,1.4,0.0,-18.368490082247344,138.5,223.0,223.0,237.0,237.0,52.92,52.92,269.22,269.22,-5,-1.3700107242745858,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,223.0,223.0,237.0,237.0,52.92,52.92,65.0,0.0,0.0,25.0,0.0,269.22,269.22,21714640060.84,21.715,393.0,other,equity,data_raw,011111110,100010001,411.515,-6.47,False
199,MNST,Beverages - Non-Alcoholic,2.4,71.6,-2.5,-1.2,10.6,8.4,8.9,17.0,17.9,12.8,9.7,2.4,35.7,-79.6,1.3,-37.5,-18.46619415189286,147.4,203.0,203.0,215.0,215.0,43.59,43.59,270.29,270.29,-14,1.471355838999031,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,203.0,203.0,215.0,215.0,43.59,43.59,101.0,0.0,0.0,0.0,0.0,270.29,270.29,89644226944.17,89.644,134.0,large,equity,data_raw,011111111,011010001,93.9196,-2.41,False
200,WFC,Diversified Banks,-30.3,56.9,0.4,0.2,5.9,-0.6,-6.0,-7.3,12.1,18.3,26.0,-30.3,15.8,-90.0,1.2,0.0,-18.04127009291786,114.7,263.0,263.0,283.0,283.0,29.93,29.93,270.53,270.53,-4,1.7903462525474616,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,263.0,263.0,283.0,283.0,29.93,29.93,267.0,0.0,0.0,0.0,0.0,270.53,270.53,256474474020.97,256.474,49.0,cap100,equity,data_raw,110001110,000001111,97.76,-14.27,False
201,SHOP,E-commerce Software,429.2,28.6,0.0,-0.1,-14.4,-17.3,-24.6,-28.9,-12.7,-4.9,-20.9,429.2,1544.3,-16.5,1.3,2150.6,1193.7,574.2,53.0,53.0,56.0,56.0,74.26,74.26,270.81,270.81,-7,28.78129937167091,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,53.0,53.0,56.0,56.0,74.26,74.26,536.0,58.0,0.0,25.0,0.0,270.81,270.81,131824508526.01,131.825,92.0,cap100,equity,data_raw,000000001,111100010,182.19,-40.67,False
202,CHRW,Trucking,12.5,72.6,-8.2,-4.3,3.4,-1.1,-0.3,20.5,57.5,46.0,38.3,12.5,52.0,-90.7,1.6,-34.8,-23.287516751875383,157.5,192.0,192.0,203.0,203.0,41.75,41.75,270.85,270.85,-29,-0.33475301390077306,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,192.0,192.0,203.0,203.0,41.75,41.75,144.0,0.0,0.0,0.0,0.0,270.85,270.85,21830087018.68,21.83,390.0,other,equity,data_raw,010011111,000010011,203.34,-8.92,False
203,SPG,Retail REITs,-38.1,54.8,-8.6,-4.1,3.3,0.0,1.8,4.7,10.0,15.6,26.8,-38.1,9.3,-94.0,1.2,0.0,-27.29559147468603,106.9,279.0,279.0,300.0,300.0,34.22,34.22,272.77,272.77,-24,-0.3114766733702723,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,279.0,279.0,300.0,300.0,34.22,34.22,176.0,0.0,0.0,0.0,0.0,272.77,272.77,68053802250.25,68.054,186.0,large,equity,data_raw,010111110,000011101,220.43,-4.8,False
204,PFG,Diversified Financial Services,-3.3,40.8,-1.4,-0.7,8.2,8.8,12.3,17.5,5.8,-3.3,9.5,-3.3,75.3,-56.6,1.7,0.0,-29.728355682803542,141.7,217.0,217.0,231.0,231.0,76.44,76.44,274.59,274.59,-14,5.103478173106371,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,217.0,217.0,231.0,231.0,76.44,76.44,98.0,0.0,0.0,0.0,0.0,274.59,274.59,23808885228.17,23.809,373.0,other,equity,data_raw,011111010,000111000,112.065,-1.65,False
