Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Period_Penalty,Alpha_Penalty,Penalty_Raw,Penalty,Penalty_N,Penalty_Rank,IsCrypto,Penalty_N2,Average_Rank
84,SPG,Real Estate,-84.4,24.1,-0.4,1.3,0.2,2.1,-3.8,-5.8,-4.8,-4.9,-18.4,-81.4,13.9,-115.6,1.23,0.0,0.0,17.83322839102446,93.0,98.0,85.0,83.0,7.626666666666667,80.0,87.62666666666667,87.63,0.7302222222222222,67.0,False,0.7302222222222222,111.7314
85,ADSK,Technology,-77.1,1.1,-0.5,-4.4,-5.7,-9.4,-11.1,-10.1,-12.5,-25.4,-34.8,12.9,131.7,-79.4,2.18,0.0,0.0,25.076899865255783,89.0,94.0,85.0,83.0,12.99,80.0,92.99,92.99,0.7749166666666666,74.0,False,0.7749166666666666,111.8696
86,UBER,Technology,-58.8,6.3,0.7,-7.5,-15.6,-17.7,-9.2,-11.1,14.7,29.8,27.5,27.5,21.6,-64.2,1.51,0.0,0.0,20.049671177636583,91.0,83.0,85.0,83.0,15.45,80.0,95.45,95.45,0.7954166666666667,77.0,False,0.7954166666666667,111.895
87,SNOW,Technology,-28.3,34.6,-3.4,-15.7,-11.8,-10.8,2.3,12.5,0.4,-26.0,-30.3,-30.3,36.8,-62.8,2.1,0.0,0.0,26.999473552070107,83.0,66.0,85.0,83.0,25.928333333333335,80.0,105.92833333333334,105.93,0.8827361111111112,95.0,False,0.8827361111111112,112.7433
88,CVX,Energy,-65.4,2.3,1.4,0.6,-2.6,-5.3,-10.5,-20.2,-37.5,-37.4,-49.8,-87.2,65.0,-68.5,1.93,0.0,0.0,36.783964060936405,80.0,87.0,85.0,83.0,22.388333333333332,80.0,102.38833333333334,102.39,0.8532361111111111,91.0,False,0.8532361111111111,113.8638
89,ICLN,Unknown,-76.0,3.8,-1.0,-2.8,-1.5,5.4,14.7,1.4,-23.2,-50.2,-60.1,-82.3,141.5,-84.7,2.08,0.0,0.0,26.18678124762177,85.0,90.5,85.0,83.0,18.456666666666667,80.0,98.45666666666666,98.46,0.8204722222222222,85.0,False,0.8204722222222222,114.4061
90,CL,Consumer Defensive,-99.5,0.0,-2.8,-5.8,-12.1,-20.6,-25.3,-34.8,-42.7,-51.4,-69.2,-108.0,8.7,-99.5,1.7,0.0,-3432.7,-1.0,102.0,104.0,85.0,124.0,28.94,53.33333333333334,82.27333333333334,82.27,0.6856111111111112,56.0,False,0.6856111111111112,114.7492
91,LMT,Industrials,-67.7,11.0,0.6,9.7,-0.3,-0.2,-7.2,-17.9,-31.7,-34.0,-50.8,-70.1,25.6,-79.2,2.5,0.0,0.0,34.52046627942329,82.0,89.0,85.0,83.0,22.44666666666667,80.0,102.44666666666667,102.45,0.8537222222222223,92.0,False,0.8537222222222223,115.8316
92,EQIX,Real Estate,-67.5,6.6,1.4,4.6,-2.9,-7.4,-20.2,-27.3,-38.2,-46.0,-58.7,-65.0,27.7,-74.2,2.04,0.0,0.0,34.762234909567226,81.0,88.0,85.0,83.0,26.12,80.0,106.12,106.12,0.8843333333333334,96.0,False,0.8843333333333334,116.6832
93,MRK,Healthcare,-76.0,22.1,0.8,4.1,17.5,18.4,7.8,-15.1,-32.8,-33.0,-50.8,-72.3,23.9,-104.3,2.71,0.0,0.0,26.16428372028785,86.0,90.5,85.0,83.0,22.333333333333332,80.0,102.33333333333333,102.33,0.8527777777777777,90.0,False,0.8527777777777777,116.9953
94,SRE,Utilities,-86.3,5.9,0.7,-3.2,-3.6,0.4,-2.8,-8.0,-20.1,-26.9,-45.7,-76.9,13.2,-92.5,1.9,0.0,0.0,15.887924209896088,95.0,100.0,85.0,83.0,16.119999999999997,80.0,96.12,96.12,0.801,78.0,False,0.801,117.7349
95,RIVN,Consumer Cyclical,-14.7,49.6,-16.7,10.4,29.8,32.3,31.9,31.3,1.5,-30.0,-30.0,-30.0,28.2,-57.0,1.72,0.0,0.0,23.24541683525232,90.0,61.0,85.0,83.0,32.26,80.0,112.25999999999999,112.26,0.9354999999999999,107.0,False,0.9354999999999999,120.879
96,PG,Consumer Defensive,-76.4,3.8,0.6,-2.1,-5.8,-12.4,-22.5,-31.6,-44.1,-51.6,-67.2,-88.1,24.9,-80.4,1.98,0.0,0.0,25.77528854098788,87.0,92.0,85.0,83.0,27.991666666666667,80.0,107.99166666666667,107.99,0.8999305555555556,99.0,False,0.8999305555555556,121.8317
97,BA,Industrials,-95.7,6.7,0.1,5.7,2.2,-4.1,0.5,-3.8,-23.0,-33.1,-64.2,-103.7,109.8,-110.5,2.1,0.0,0.0,6.475491590754201,98.0,102.0,85.0,83.0,17.625,80.0,97.625,97.62,0.8135416666666667,83.0,False,0.8135416666666667,122.2201
98,CRM,Technology,-104.1,7.5,-0.1,12.0,8.0,-1.5,-15.1,-22.6,-22.6,-29.4,-41.9,-22.0,54.1,-116.9,2.28,0.0,0.0,-1.8948999573617176,103.0,107.0,85.0,83.0,18.191666666666666,80.0,98.19166666666666,98.19,0.8182638888888889,84.0,False,0.8182638888888889,126.1816
99,GRAB,Technology,-56.1,2.4,-3.5,-5.2,-14.4,-9.6,-10.0,2.4,-1.8,-29.1,-29.1,-29.1,20.4,-58.0,1.68,0.0,0.0,-4.87870441396705,104.0,82.0,85.0,83.0,26.17666666666667,80.0,106.17666666666668,106.18,0.8848055555555556,97.0,False,0.8848055555555556,127.5514
100,PEP,Consumer Defensive,-84.9,2.3,-2.7,-3.5,-1.6,-4.2,-12.4,-28.0,-47.0,-57.5,-75.3,-106.1,23.2,-87.4,2.47,0.0,0.0,17.281399940004395,94.0,99.0,85.0,83.0,29.555000000000003,80.0,109.555,109.56,0.9129583333333334,101.0,False,0.9129583333333334,127.5647
101,TEM,Healthcare,-23.6,14.8,-9.1,-20.5,-28.8,-20.4,-3.4,-1.2,-1.2,-1.2,-1.2,-1.2,74.4,-40.6,1.59,0.0,0.0,7.798899265310366,97.0,64.0,85.0,83.0,33.67166666666667,80.0,113.67166666666667,113.67,0.9472638888888889,112.0,False,0.9472638888888889,127.5837
102,HON,Industrials,-94.3,2.3,-0.3,0.7,-4.9,-14.5,-21.2,-27.0,-39.9,-51.4,-67.3,-89.6,14.0,-96.8,2.59,0.0,0.0,7.876421381870924,96.0,101.0,85.0,83.0,29.035,80.0,109.035,109.04,0.908625,100.0,False,0.908625,128.4935
103,SBUX,Consumer Cyclical,-100.4,3.7,-1.3,-0.6,-0.0,-8.4,-18.3,-25.3,-43.9,-57.5,-76.1,-100.6,33.9,-105.6,2.07,0.0,0.0,1.8581721005502367,101.0,105.0,85.0,83.0,27.32,80.0,107.32,107.32,0.8943333333333333,98.0,False,0.8943333333333333,130.9922
104,TAN,Unknown,-133.1,1.5,-1.2,2.6,5.0,15.8,25.7,6.4,-25.8,-57.0,-59.4,-70.9,137.2,-137.1,2.14,0.0,0.0,-30.837987432852486,112.0,116.0,85.0,83.0,19.439999999999998,80.0,99.44,99.44,0.8286666666666667,87.0,False,0.8286666666666667,133.9605
105,AAVE-USD,Unknown,-78.4,0.1,0.1,-16.4,-36.6,-45.6,-48.5,-22.5,3.4,-25.3,432.1,432.1,383.1,-79.0,1.95,0.0,0.0,-20.79363897854069,110.0,96.0,85.0,83.0,30.6,80.0,110.6,110.6,0.9216666666666666,104.0,True,1.0,134.52
106,ARM,Technology,-53.5,0.9,0.9,-19.8,-27.0,-31.3,-29.2,-30.1,-20.4,-20.4,-20.4,-20.4,119.2,-55.0,2.03,0.0,0.0,3.1763545655744574,99.0,80.0,85.0,83.0,43.20833333333333,80.0,120.0,120.0,1.0,120.5,False,1.0,135.39
107,APD,Basic Materials,-110.1,3.4,0.5,-4.6,-5.8,-14.6,-24.1,-30.1,-47.1,-56.7,-74.0,-91.9,45.5,-115.6,2.28,0.0,0.0,-7.842350715880853,106.0,110.0,85.0,83.0,30.003333333333334,80.0,110.00333333333333,110.0,0.9166944444444444,103.0,False,0.9166944444444444,136.831
108,UPS,Industrials,-111.5,8.3,-1.0,3.7,10.1,1.9,-13.1,-34.2,-59.1,-80.0,-97.8,-136.5,40.2,-125.2,2.1,0.0,0.0,-9.297101321898593,108.0,112.0,85.0,83.0,29.75,80.0,109.75,109.75,0.9145833333333333,102.0,False,0.9145833333333333,137.704
109,PSA,Real Estate,-108.3,0.9,0.8,-5.3,-9.3,-14.9,-23.3,-32.7,-45.9,-58.6,-73.6,-110.6,22.6,-109.5,2.82,0.0,0.0,-6.08723715537145,105.0,109.0,85.0,83.0,32.66,80.0,112.66,112.66,0.9388333333333333,108.0,False,0.9388333333333333,138.4753
110,AMT,Real Estate,-110.3,1.2,1.2,-0.7,-5.9,-17.3,-23.1,-33.4,-47.2,-65.7,-89.3,-109.2,60.0,-112.3,2.78,0.0,0.0,-8.109666107612368,107.0,111.0,85.0,83.0,32.93,80.0,112.93,112.93,0.9410833333333334,110.0,False,0.9410833333333334,140.9788
111,UNH,Healthcare,-119.4,6.8,0.7,1.4,-3.5,1.3,-22.6,-43.4,-62.3,-72.7,-82.2,-82.9,36.3,-130.7,2.3,0.0,0.0,-17.215940761981297,109.0,113.0,85.0,83.0,32.843333333333334,80.0,112.84333333333333,112.84,0.9403611111111111,109.0,False,0.9403611111111111,141.8169
112,SEDG,Technology,-177.3,0.0,-0.2,-13.3,-19.4,-2.6,40.5,-0.4,-52.0,-92.4,-120.4,-139.6,491.8,-177.5,2.5,0.0,0.0,-74.31949634320385,120.0,123.0,85.0,83.0,25.265,80.0,105.265,105.26,0.8772083333333334,94.0,False,0.8772083333333334,142.2021
113,PPG,Basic Materials,-140.5,3.6,-0.4,2.3,0.8,-8.2,-16.8,-33.2,-52.0,-67.8,-87.9,-128.5,4.9,-146.0,2.59,0.0,0.0,-38.28662607952344,114.0,117.0,85.0,83.0,31.17,80.0,111.17,111.17,0.9264166666666667,106.0,False,0.9264166666666667,143.7269
114,NKE,Consumer Cyclical,-127.5,3.0,3.0,-6.6,-11.2,-19.4,-24.1,-41.2,-64.8,-85.9,-108.0,-138.8,32.5,-132.5,2.34,0.0,0.0,-25.258925243105047,111.0,115.0,85.0,83.0,35.11666666666667,80.0,115.11666666666667,115.12,0.9593055555555556,113.0,False,0.9593055555555556,145.0614
115,RXRX,Healthcare,-77.7,0.0,-1.3,-7.8,-18.4,-24.5,-37.1,-56.3,-74.3,-93.8,-93.8,-93.8,84.1,-77.7,2.46,0.0,0.0,-33.453061745688764,113.0,95.0,85.0,83.0,54.495000000000005,80.0,120.0,120.0,1.0,120.5,False,1.0,145.39
116,PYPL,Financial Services,-151.5,0.1,0.1,-7.8,-12.7,-20.6,-29.8,-34.6,-49.1,-79.0,-107.8,-128.7,112.0,-151.8,2.55,0.0,0.0,-48.73944360443877,116.0,119.0,85.0,83.0,33.163333333333334,80.0,113.16333333333333,113.16,0.9430277777777777,111.0,False,0.9430277777777777,147.61
117,AI,Technology,-95.9,0.3,-0.8,-4.7,-17.9,-33.0,-48.7,-61.9,-75.8,-93.1,-93.0,-93.0,60.3,-96.3,1.82,0.0,0.0,-45.09956532255167,115.0,103.0,85.0,83.0,52.745,80.0,120.0,120.0,1.0,120.5,False,1.0,147.99
118,ONDO-USD,Unknown,-105.5,0.1,-0.2,-26.0,-49.3,-56.5,-70.4,-66.0,-66.0,-66.0,-66.0,-66.0,236.5,-105.8,2.78,0.0,0.0,-56.73323403350288,118.0,108.0,85.0,83.0,69.30166666666668,80.0,120.0,120.0,1.0,120.5,True,1.0,150.49
119,SDGR,Healthcare,-126.0,0.6,-2.8,3.2,-10.9,-15.7,-25.3,-38.0,-59.5,-84.3,-98.4,-98.4,42.2,-127.1,2.6,0.0,0.0,-55.60981168595576,117.0,114.0,85.0,83.0,47.64833333333333,80.0,120.0,120.0,1.0,120.5,False,1.0,151.19
120,TDOC,Healthcare,-168.6,0.1,0.1,-7.9,-12.0,-17.3,-25.6,-45.5,-76.2,-107.2,-140.0,-181.6,312.6,-169.3,2.66,0.0,0.0,-65.3963676613701,119.0,121.0,85.0,83.0,35.903333333333336,80.0,115.90333333333334,115.9,0.9658611111111112,115.0,False,0.9658611111111112,151.2569
121,SPCE,Industrials,-163.1,0.4,-0.3,-17.0,-15.4,-7.1,-20.9,-57.6,-92.7,-120.5,-151.6,-166.4,278.2,-165.0,2.18,0.0,0.0,-79.82417804126176,122.0,120.0,85.0,83.0,39.961666666666666,80.0,119.96166666666667,119.96,0.9996805555555556,116.0,False,0.9996805555555556,152.288
122,SUI-USD,Unknown,-101.4,4.9,0.7,-12.2,27.8,-0.3,-52.4,-88.0,-91.1,-91.1,-91.1,-91.1,147.5,-114.2,3.28,0.0,0.0,-82.02910502216218,123.0,106.0,85.0,83.0,65.05833333333334,80.0,120.0,120.0,1.0,120.5,True,1.0,152.59
123,NFLX,Communication Services,-177.2,0.3,0.0,-15.2,-74.0,-87.0,-97.2,-105.2,-116.6,-125.7,-148.3,-175.3,220.7,-178.2,1.52,0.0,0.0,-74.97760407462114,121.0,122.0,85.0,83.0,40.53333333333333,80.0,120.0,120.0,1.0,120.5,False,1.0,154.79
124,IRBT,Consumer Cyclical,-201.1,0.2,0.2,-94.3,-97.1,-101.8,-108.4,-117.6,-133.5,-145.7,-170.0,-215.7,150.4,-201.9,2.1,0.0,0.0,-98.87818468177136,124.0,124.0,85.0,83.0,43.68,80.0,120.0,120.0,1.0,120.5,False,1.0,156.69
