Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,Interval_Dice,Alpha_Dice,High_52W,Pct_From_52W_High,At_52W_High
143,MSTR,Enterprise Software,263.3,15.4,0.3,0.5,-25.8,-20.1,-25.0,-51.4,-15.6,66.7,179.3,263.3,2076.0,-66.6,1.6,6031.6,4798.188508679205,411.3,67.0,67.0,68.0,68.0,42.78,42.78,217.48,217.48,25,932.6971055696904,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,67.0,67.0,68.0,68.0,42.78,42.78,569.0,58.0,0.0,-2.0,0.0,217.48,217.48,,,,,,,100000111,001100111,336.36,-63.49,False
144,DVA,Medical Specialities,-2.4,77.2,1.4,0.8,22.4,23.4,45.0,41.1,25.1,25.2,21.0,-2.4,29.9,-109.4,2.3,0.0,-11.475439412557748,145.6,207.0,207.0,220.0,220.0,41.8,41.8,218.4,218.4,34,5.646954062848987,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,207.0,207.0,220.0,220.0,41.8,41.8,35.0,0.0,0.0,0.0,0.0,218.4,218.4,,,,,,,111111110,001100101,211.95,-1.4,False
145,EBAY,Internet Retail,56.9,81.2,-3.4,-2.0,1.0,4.5,9.9,13.1,57.4,53.9,52.1,56.9,85.0,-62.2,1.3,28.4,-3.1554745135761486,204.9,150.0,150.0,154.0,154.0,36.22,36.22,218.52,218.52,-8,0.7338910273654835,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,150.0,150.0,154.0,154.0,36.22,36.22,122.0,0.0,0.0,25.0,0.0,218.52,218.52,,,,,,,011111111,000110011,119.31,-8.37,False
146,FAST,Industrial Distribution,46.7,49.7,-4.6,-2.4,2.1,-5.2,-1.8,-7.4,-4.9,-1.4,6.6,46.7,108.3,-24.4,1.4,121.8,48.042311235625085,194.7,157.0,157.0,162.0,162.0,52.33,52.33,218.88,218.88,-32,-2.4984722770164183,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,157.0,157.0,162.0,162.0,52.33,52.33,300.0,4.0,0.0,0.0,0.0,218.88,218.88,,,,,,,010000011,011111010,49.67,-7.29,False
147,CCEP,Beverages - Non-Alcoholic,1.2,53.3,-0.1,-0.1,6.5,-3.4,-2.5,-3.8,2.4,13.1,11.7,1.2,51.9,-55.5,1.3,22.1,1.5989066585722238,149.2,201.0,201.0,213.0,213.0,22.28,22.28,219.43,219.43,127,-0.8702709340712254,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,201.0,201.0,213.0,213.0,22.28,22.28,242.0,0.0,0.0,0.0,0.0,219.43,219.43,,,,,,,010001111,110001111,110.9,-10.51,False
148,491010.KS,Global AI Power Active,111.8,97.5,24.8,12.2,12.8,26.9,46.3,71.5,,,,111.8,82.1,-15.5,1.6,16.7,0.708818511546114,132.4,230.0,230.0,121.0,121.0,17.5,17.5,219.5,219.5,-19,0.108818511546114,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,230.0,230.0,121.0,121.0,17.5,17.5,28.0,0.0,47.0,0.0,0.0,219.5,219.5,,,,,,,11111---1,--------1,36270.0,-0.45,True
149,RSG,Environmental Services,18.7,17.4,-1.8,-1.2,1.1,-8.9,-9.9,-18.1,-28.4,-23.5,-13.7,18.7,149.9,-8.6,1.7,448.0,395.9259337619724,166.7,183.0,183.0,192.0,192.0,41.44,41.44,220.64,220.64,37,-154.16846824101117,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,183.0,183.0,192.0,192.0,41.44,41.44,417.0,14.0,0.0,0.0,0.0,220.64,220.64,,,,,,,010000001,111111110,233.42,-10.45,False
150,RTX,Aerospace & Defense,18.4,58.9,-0.3,-0.3,6.6,-4.8,-5.3,-0.3,33.5,37.3,42.2,18.4,73.4,-59.3,1.2,27.8,-3.651626843780503,166.4,184.0,184.0,194.0,194.0,34.86,34.86,222.01,222.01,14,-0.26393802953328693,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,184.0,184.0,194.0,194.0,34.86,34.86,247.0,0.0,0.0,-6.0,0.0,222.01,222.01,,,,,,,010001111,00001--11,214.5,-12.93,False
151,DOGE-USD,Cryptocurrency,1005.1,4.7,0.1,-1.0,-18.6,-18.6,-26.7,-48.6,-65.0,-85.1,636.7,1005.1,22199.9,-45.9,1.5,48221.5,5000.0,1118.4,18.0,18.0,18.0,18.0,78.64,78.64,226.74,226.74,26,115.79035045169985,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,18.0,18.0,18.0,18.0,78.64,78.64,558.0,58.0,0.0,-2.0,0.0,226.74,226.74,,,,,,,000000011,--0111100,0.2609,-66.65,False
152,ORLY,Auto Parts,49.4,48.5,-1.1,-1.1,-2.3,-8.3,-11.6,-17.9,-22.9,-12.2,8.6,49.4,154.4,-48.4,1.2,214.1,99.51318563038551,197.4,155.0,155.0,160.0,160.0,38.44,38.44,228.34,228.34,41,-25.858648177881406,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,155.0,155.0,160.0,160.0,38.44,38.44,433.0,22.0,0.0,0.0,0.0,228.34,228.34,,,,,,,000000011,111111110,104.06,-12.86,False
153,INTC,Semiconductors,99.1,86.2,-1.3,-1.6,10.8,74.4,118.6,225.6,244.2,202.6,143.8,99.1,141.0,-158.8,2.9,-112.2,-40.0075536704982,247.1,127.0,127.0,130.0,130.0,47.72,47.72,229.27,229.27,18,5.399043492231392,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,127.0,127.0,130.0,130.0,47.72,47.72,8.0,0.0,0.0,0.0,0.0,229.27,229.27,,,,,,,011111111,110000001,132.75,-11.83,False
154,BAESY,Aerospace & Defense,111.7,62.6,-1.0,-1.0,-5.0,-15.0,-8.6,-11.3,13.8,59.6,108.2,111.7,218.5,-65.9,1.2,229.4,54.18886709320602,256.9,118.0,118.0,122.0,122.0,32.23,32.23,230.38,230.38,-9,3.6313203931296414,STRONG_DOWN,UPPER_RANGE,NEUTRAL,S5_TRASH,,,,,118.0,118.0,122.0,122.0,32.23,32.23,435.0,14.0,0.0,25.0,0.0,230.38,230.38,74978064439.82,74.978,174.0,large,equity,data_raw,000001111,000011111,126.0,-18.87,False
155,PKG,Packaging & Containers,23.6,46.8,1.7,0.6,2.9,-2.2,-0.5,-1.0,-5.6,2.7,14.0,23.6,85.1,-30.1,1.3,57.4,43.525296093427784,171.6,179.0,179.0,188.0,188.0,66.22,66.22,232.17,232.17,10,-19.909831282632723,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,179.0,179.0,188.0,188.0,66.22,66.22,228.0,0.0,0.0,0.0,0.0,232.17,232.17,,,,,,,110000111,100011100,249.51,-8.0,False
156,ARM,Semiconductors,219.3,94.9,17.2,14.1,40.8,106.0,160.9,158.2,,,,219.3,183.3,-70.9,2.7,-12.5,1.5263742494911061,254.0,122.0,122.0,85.0,85.0,17.5,17.5,232.45,232.45,-17,-0.19562514362087424,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,122.0,122.0,85.0,85.0,17.5,17.5,3.0,0.0,47.0,12.0,0.0,232.45,232.45,,,,,,,11111---1,--------1,428.6,-7.53,False
157,FICO,Financial Technology,148.3,22.0,-0.6,-1.6,1.9,-6.0,-19.2,-30.7,-49.2,-9.4,5.5,148.3,694.1,-6.1,1.5,1493.8,1419.1539795485976,296.3,105.0,105.0,109.0,109.0,40.89,40.89,233.19,233.19,-24,28.48598746082871,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,105.0,105.0,109.0,109.0,40.89,40.89,471.0,40.0,0.0,25.0,0.0,233.19,233.19,,,,,,,010000011,111011110,1858.91,-36.19,False
158,ROST,Apparel Retail,19.8,83.2,-9.3,-3.6,2.1,0.4,8.8,26.1,27.3,37.1,22.8,19.8,37.2,-63.8,2.2,-27.6,-9.827817551166696,167.8,181.0,181.0,190.0,190.0,20.33,20.33,233.53,233.53,-9,1.5552523026954006,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,181.0,181.0,190.0,190.0,20.33,20.33,107.0,0.0,0.0,0.0,0.0,233.53,233.53,,,,,,,011111111,111001101,242.81,-3.43,False
159,DOV,Diversified Machinery,7.4,46.6,0.5,0.2,1.8,-3.1,1.2,5.5,-3.8,-12.3,-13.4,7.4,62.8,-40.4,2.0,2.9,11.843058378137664,155.4,189.0,189.0,201.0,201.0,57.84,57.84,233.74,233.74,61,-9.646204875620976,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,189.0,189.0,201.0,201.0,57.84,57.84,193.0,0.0,0.0,-4.0,0.0,233.74,233.74,,,,,,,110110001,11110000-,237.54,-6.28,False
160,SOL-USD,Cryptocurrency,784.3,6.9,0.7,8.1,-12.0,-18.5,-30.6,-51.8,-38.8,-17.6,,784.3,11126.9,-44.7,1.5,26648.0,5000.0,860.6,29.0,29.0,26.0,26.0,71.0,71.0,235.0,235.0,25,225.6631648820612,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,29.0,29.0,26.0,26.0,71.0,71.0,561.0,58.0,11.0,-2.0,0.0,235.0,235.0,,,,,,,1000000-1,-----1010,229.5643,-67.97,False
161,NEM,Gold Mining,43.0,63.8,10.7,9.4,-1.4,-11.8,-7.5,16.5,83.0,61.7,44.0,43.0,127.4,-105.8,1.6,14.8,-30.320086302465317,191.0,165.0,165.0,171.0,171.0,37.59,37.59,235.24,235.24,-15,-0.07753055368388928,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,165.0,165.0,171.0,171.0,37.59,37.59,250.0,4.0,0.0,0.0,0.0,235.24,235.24,,,,,,,100011111,001100011,134.88,-19.6,False
162,LIN,Industrial Gases,24.2,38.2,-2.3,-1.2,1.6,-3.4,2.8,-0.9,-18.2,-18.0,-12.0,24.2,97.5,-20.7,1.5,83.0,69.94696877115824,172.2,178.0,178.0,187.0,187.0,77.78,77.78,236.18,236.18,25,-36.29351854543782,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,178.0,178.0,187.0,187.0,77.78,77.78,224.0,0.0,0.0,0.0,0.0,236.18,236.18,,,,,,,010100001,111111000,525.87,-1.46,False
163,CTAS,Commercial Services,68.7,31.3,-5.7,-4.5,1.7,-7.5,-10.7,-21.0,-32.6,-23.6,-11.1,68.7,229.6,-4.0,1.4,463.7,333.96826170880536,216.7,141.0,141.0,145.0,145.0,41.44,41.44,236.29,236.29,-41,-96.40024473050136,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,141.0,141.0,145.0,145.0,41.44,41.44,426.0,22.0,0.0,25.0,0.0,236.29,236.29,,,,,,,010000001,111111110,209.08,-15.48,False
164,CSCO,Communications Equipment,96.8,85.5,-5.5,-3.6,12.8,26.4,35.2,48.2,82.3,85.2,84.4,96.8,125.0,-66.9,1.5,-3.0,-9.81832617260531,244.8,129.0,129.0,132.0,132.0,36.22,36.22,238.42,238.42,-34,-2.7183261726053107,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,129.0,129.0,132.0,132.0,36.22,36.22,37.0,0.0,0.0,25.0,0.0,238.42,238.42,,,,,,,011111111,110000011,130.3656,-8.28,False
165,FFIV,Enterprise Technology,-7.1,69.9,-6.6,-3.0,7.8,16.6,27.7,21.0,39.9,36.8,28.7,-7.1,27.0,-84.3,1.4,0.0,-19.69610787214002,140.9,213.0,213.0,228.0,228.0,52.92,52.92,238.52,238.52,15,-1.980234690709672,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,213.0,213.0,228.0,228.0,52.92,52.92,61.0,0.0,0.0,0.0,0.0,238.52,238.52,,,,,,,011111110,100010001,411.515,-5.51,False
166,META,Internet Content & Information,33.9,47.9,4.1,3.9,-2.2,-8.0,-13.2,-22.3,-14.5,34.3,27.3,33.9,170.6,-91.5,1.2,209.6,107.86114354378411,181.9,170.0,170.0,178.0,178.0,42.78,42.78,240.63,240.63,-57,19.499522002440628,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,170.0,170.0,178.0,178.0,42.78,42.78,453.0,22.0,0.0,-2.0,0.0,240.63,240.63,,,,,,,100000111,0-1101110,759.16,-20.94,False
167,NTRS,Custody Banks & Asset Management,-3.8,76.8,1.3,0.7,5.0,8.8,13.2,20.1,61.5,45.6,32.3,-3.8,22.7,-90.2,1.5,0.0,-25.255797953954602,144.2,209.0,209.0,223.0,223.0,57.11,57.11,240.91,240.91,-8,9.43765871246779,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,209.0,209.0,223.0,223.0,57.11,57.11,89.0,0.0,0.0,-6.0,0.0,240.91,240.91,,,,,,,111111110,100000001,176.11,-0.72,False
168,PLTR,Software,541.8,52.5,0.7,-0.0,-13.8,-15.8,-21.0,-26.6,235.9,535.8,,541.8,1018.1,-71.2,1.3,1294.0,371.1776053799619,610.8,47.0,47.0,41.0,41.0,34.0,34.0,241.35,241.35,-44,95.18219481883119,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,47.0,47.0,41.0,41.0,34.0,34.0,522.0,58.0,11.0,25.0,0.0,241.35,241.35,,,,,,,0000011-1,-----0111,207.52,-35.79,False
169,RJF,Investment Banking & Brokerage,24.7,42.2,6.7,3.5,3.4,-0.8,-4.9,-11.0,-13.9,-13.8,11.1,24.7,106.2,-34.2,1.2,130.5,79.89309396663283,172.7,177.0,177.0,186.0,186.0,70.78,70.78,242.68,242.68,29,-63.8995832077987,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,177.0,177.0,186.0,186.0,70.78,70.78,303.0,10.0,0.0,-4.0,0.0,242.68,242.68,,,,,,,110000011,100111100,174.7,-9.38,False
170,AFL,Insurance - Life,7.2,49.3,-1.7,-0.9,3.1,-1.3,-1.9,-3.6,-10.4,0.9,12.6,7.2,67.0,-50.0,1.4,44.7,29.741036430982877,155.2,191.0,191.0,202.0,202.0,65.78,65.78,242.73,242.73,31,-11.98579241768746,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,191.0,191.0,202.0,202.0,65.78,65.78,236.0,0.0,0.0,0.0,0.0,242.73,242.73,,,,,,,010000111,110011100,119.81,-2.0,False
171,BAC,Diversified Banks,-7.9,42.3,3.1,1.3,7.0,4.9,1.3,1.6,17.1,5.7,0.8,-7.9,46.0,-47.9,1.3,0.0,-24.231730364717606,140.1,216.0,216.0,231.0,231.0,45.87,45.87,243.27,243.27,34,30.208410528462224,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,216.0,216.0,231.0,231.0,45.87,45.87,160.0,0.0,0.0,-6.0,0.0,243.27,243.27,,,,,,,111111110,100000011,57.55,-1.23,False
172,XLI,Index,-7.4,47.7,5.9,1.0,2.6,-1.8,1.2,1.7,1.8,0.7,-1.5,-7.4,12.5,-24.8,1.8,0.0,-12.332108798193355,140.6,215.0,215.0,230.0,230.0,47.36,47.36,247.31,247.31,60,19.493779165992407,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,215.0,215.0,230.0,230.0,47.36,47.36,200.0,0.0,0.0,-6.0,0.0,247.31,247.31,,,,,,,110111100,100011001,181.09,-0.68,False
173,CFG,Banks - Regional,-1.1,59.6,-1.2,-0.6,6.0,2.8,4.3,13.7,45.7,29.1,28.0,-1.1,47.4,-71.4,1.6,0.0,-28.28423719826849,146.9,205.0,205.0,218.0,218.0,53.0,53.0,248.5,248.5,9,19.885782021775167,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,205.0,205.0,218.0,218.0,53.0,53.0,131.0,0.0,0.0,0.0,0.0,248.5,248.5,,,,,,,011111110,100010001,68.79,-2.21,False
174,MSCI,Financial Index & Analytics,63.2,24.1,1.0,0.6,-2.6,-2.4,-2.8,-5.4,-22.5,-38.7,-39.7,63.2,285.4,-7.2,1.3,307.9,273.3487480850832,211.2,143.0,143.0,147.0,147.0,90.76,90.76,248.61,248.61,-43,31.201454603141485,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,143.0,143.0,147.0,147.0,90.76,90.76,298.0,0.0,0.0,25.0,0.0,248.61,248.61,,,,,,,100000001,11111-000,644.68,-5.66,False
175,487230.KS,US AI Power Infrastructure,62.1,65.4,18.8,8.3,1.3,8.8,21.8,29.7,,,,62.1,59.1,-7.9,1.6,28.0,6.695738411083392,84.1,322.0,322.0,150.0,150.0,17.5,17.5,251.1,251.1,15,0.7351090418585642,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,322.0,322.0,150.0,150.0,17.5,17.5,74.0,0.0,47.0,0.0,0.0,251.1,251.1,,,,,,,11111---1,--------1,28315.0,-8.74,False
176,AMZN,Internet Retail,26.3,30.1,0.4,0.2,-8.6,-1.7,-3.1,-5.2,-5.4,-3.6,-17.7,26.3,152.6,-27.7,1.2,122.4,88.69538547988965,174.3,176.0,176.0,185.0,185.0,59.52,59.52,251.12,251.12,-29,25.75149466303585,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,176.0,176.0,185.0,185.0,59.52,59.52,318.0,0.0,0.0,25.0,0.0,251.12,251.12,,,,,,,100000001,111100110,278.56,-11.69,False
177,UAL,Industrials,-35.1,53.9,4.1,3.5,15.5,10.8,7.6,11.2,50.1,60.2,38.9,-35.1,37.9,-119.5,1.3,0.0,-48.10213929006535,112.9,269.0,269.0,289.0,289.0,34.22,34.22,251.72,251.72,41,26.88379465126745,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,269.0,269.0,289.0,289.0,34.22,34.22,95.0,0.0,0.0,-6.0,0.0,251.72,251.72,,,,,,,111111110,100000111,124.79,-5.03,False
178,CF,Fertilizers & Agricultural Chemicals,50.0,38.3,-2.5,-2.6,-11.9,-14.7,0.3,3.2,-1.8,-9.7,26.4,50.0,221.2,-55.7,1.6,117.1,50.22606738493229,198.0,154.0,154.0,159.0,159.0,53.16,53.16,252.16,252.16,-61,13.792311758299803,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,154.0,154.0,159.0,159.0,53.16,53.16,358.0,4.0,0.0,25.0,0.0,252.16,252.16,,,,,,,000110011,100111001,141.96,-25.62,False
179,IBM,IT Consulting & Other Services,3.3,55.3,-5.5,-3.2,-0.0,1.0,-7.5,-11.2,5.9,25.0,31.6,3.3,67.4,-74.9,1.3,54.4,13.26299873579617,151.3,196.0,196.0,208.0,208.0,19.68,19.68,252.38,252.38,-81,5.730878489208838,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,196.0,196.0,208.0,208.0,19.68,19.68,320.0,10.0,0.0,25.0,0.0,252.38,252.38,,,,,,,001001111,000011111,332.41,-18.53,False
180,SO,Electric Utilities,44.7,53.0,-0.5,-0.6,0.2,-7.3,-5.5,-10.3,-15.6,-10.3,0.9,44.7,116.9,-35.5,1.3,139.9,67.46823778693367,192.7,160.0,160.0,165.0,165.0,70.33,70.33,253.03,253.03,26,-16.780280031474703,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,160.0,160.0,165.0,165.0,70.33,70.33,366.0,14.0,0.0,0.0,0.0,253.03,253.03,,,,,,,010000011,011111100,100.84,-6.48,False
181,COF,Diversified Banks,-0.2,36.3,12.9,8.5,5.1,-0.6,-9.4,-15.7,-4.1,-3.7,9.9,-0.2,92.5,-52.5,1.4,108.0,51.99528654654682,147.8,204.0,204.0,217.0,217.0,55.22,55.22,253.42,253.42,107,-48.580559540586236,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,204.0,204.0,217.0,217.0,55.22,55.22,348.0,10.0,0.0,-4.0,0.0,253.42,253.42,,,,,,,110000010,000101110,259.64,-22.73,False
182,BKR,Oil & Gas Equipment & Services,36.2,71.8,-7.7,-4.8,-8.0,-10.7,-0.4,11.6,23.4,44.0,86.1,36.2,84.9,-85.4,1.3,17.8,-3.0018343034199426,184.2,167.0,167.0,175.0,175.0,38.47,38.47,253.87,253.87,-54,-0.3448284020048402,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,167.0,167.0,175.0,175.0,38.47,38.47,255.0,4.0,0.0,25.0,0.0,253.87,253.87,,,,,,,000011111,000011101,70.41,-12.63,False
183,WRB,Property & Casualty Insurance,27.7,34.7,-0.6,-0.5,3.1,-4.4,-7.7,-14.6,-13.3,-6.8,1.9,27.7,107.3,-27.7,1.4,174.0,96.82912303427788,175.7,174.0,174.0,183.0,183.0,74.78,74.78,254.58,254.58,36,-64.37934463071555,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,174.0,174.0,183.0,183.0,74.78,74.78,372.0,10.0,0.0,0.0,0.0,254.58,254.58,,,,,,,010000011,110011100,78.96,-13.41,False
184,FITB,Banks - Regional,-12.5,39.1,-4.0,-1.7,6.5,2.8,3.9,7.4,14.8,0.9,5.4,-12.5,50.1,-51.9,1.5,0.0,-27.483535771411365,135.5,224.0,224.0,240.0,240.0,48.69,48.69,254.59,254.59,7,22.028379700697013,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,224.0,224.0,240.0,240.0,48.69,48.69,142.0,0.0,0.0,0.0,0.0,254.59,254.59,,,,,,,011111110,100110001,55.44,-3.61,False
185,NDAQ,Financial Exchanges,12.1,27.4,3.7,1.2,-4.5,-6.5,-10.0,-13.0,-4.1,-14.0,-9.6,12.1,76.6,-11.7,1.4,148.8,80.70928913900914,160.1,187.0,187.0,198.0,198.0,59.33,59.33,255.03,255.03,30,-3.142046321444653,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,187.0,187.0,198.0,198.0,59.33,59.33,413.0,14.0,0.0,-4.0,0.0,255.03,255.03,,,,,,,100000001,011110011,101.79,-12.28,False
186,DRI,Restaurants,5.7,52.9,-5.3,-2.5,3.9,-1.3,2.5,-2.3,-6.3,-4.1,3.4,5.7,62.3,-57.3,1.4,34.5,10.843331310193022,153.7,194.0,194.0,205.0,205.0,74.27,74.27,256.12,256.12,79,-6.987816746490292,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,194.0,194.0,205.0,205.0,74.27,74.27,205.0,0.0,0.0,0.0,0.0,256.12,256.12,,,,,,,010100011,100011100,220.65,-5.26,False
187,KTOS,Aerospace & Defense,180.0,29.9,-0.8,-1.9,-8.3,-21.4,-28.5,-22.9,80.6,120.2,95.8,180.0,761.1,-66.8,1.5,930.9,225.67707769450288,325.2,94.0,94.0,99.0,99.0,32.11,32.11,257.11,257.11,-60,43.6033888555196,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,94.0,94.0,99.0,99.0,32.11,32.11,528.0,58.0,0.0,25.0,0.0,257.11,257.11,10829279076.0,10.829,499.0,other,equity,data_raw,000001111,111000111,134.0,-56.9,False
188,EMR,Industrial Automation,-14.5,40.3,10.7,3.0,5.1,-0.6,-0.1,-1.3,2.6,-0.0,1.2,-14.5,21.8,-38.3,1.7,0.0,-21.709168847014716,133.5,228.0,228.0,245.0,245.0,48.6,48.6,257.2,257.2,55,32.54871842067066,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,228.0,228.0,245.0,245.0,48.6,48.6,204.0,0.0,0.0,-6.0,0.0,257.2,257.2,,,,,,,110001010,000010101,165.15,-9.89,False
189,AME,Electronic Instruments & Controls,11.7,49.0,3.3,0.8,0.7,-4.8,-1.8,2.1,-5.9,-7.8,-7.4,11.7,46.1,-21.9,2.0,13.7,7.8718266933741425,159.7,188.0,188.0,199.0,199.0,73.68,73.68,257.28,257.28,3,-4.289709875104558,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,188.0,188.0,199.0,199.0,73.68,73.68,238.0,0.0,0.0,-4.0,0.0,257.28,257.28,,,,,,,110010001,111111000,243.18,-4.64,False
190,VTR,Healthcare REITs,-9.6,57.7,-4.1,-1.7,-2.5,-7.1,-4.8,1.4,18.5,22.9,19.2,-9.6,33.5,-67.0,1.4,0.0,-15.41206518501053,138.4,219.0,219.0,234.0,234.0,32.19,32.19,259.29,259.29,62,8.476008773615227,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,219.0,219.0,234.0,234.0,32.19,32.19,301.0,4.0,0.0,0.0,0.0,259.29,259.29,,,,,,,000011110,100001111,91.06,-7.87,False
191,XRP-USD,Cryptocurrency,42.1,10.5,1.2,4.8,-10.2,-16.5,-27.7,-47.6,0.2,12.6,58.1,42.1,898.4,-75.3,1.6,2604.4,1895.9255241359206,155.4,189.0,189.0,172.0,172.0,31.92,31.92,259.32,259.32,35,12.743168141365686,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,189.0,189.0,172.0,172.0,31.92,31.92,553.0,58.0,0.0,-2.0,0.0,259.32,259.32,,,,,,,100001111,--0110111,2.9231,-58.39,False
192,HIG,Insurance - Diversified,18.8,55.2,0.9,0.3,-1.3,-8.7,-10.3,-12.3,-7.9,1.3,20.1,18.8,77.8,-52.8,1.2,92.3,37.724949999116824,166.8,182.0,182.0,191.0,191.0,47.22,47.22,259.52,259.52,52,-11.524827002332955,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,182.0,182.0,191.0,191.0,47.22,47.22,412.0,22.0,0.0,-4.0,0.0,259.52,259.52,,,,,,,100000111,000011110,144.5,-9.33,False
193,PNC,Financials,-15.1,44.2,-4.1,-1.4,6.0,3.1,3.9,6.0,12.7,1.7,1.0,-15.1,32.0,-51.9,1.5,0.0,-23.128840807676596,132.9,229.0,229.0,246.0,246.0,53.05,53.05,259.6,259.6,46,21.01781960587462,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,229.0,229.0,246.0,246.0,53.05,53.05,146.0,0.0,0.0,0.0,0.0,259.6,259.6,,,,,,,011111110,-00110001,243.94,-3.79,False
